Timestamp,Teilbereich der Ausbildung,Unterkategorie des Teilbereichs,Fachbereich,Fachbereich,Fachbereich,Fachbereich,Fachbereich,Unterkategorie des Fachbereichs,Fachbereich,Fachbereich,Fachbereich,Unterkategorie des Fachbereichs,Fachbereich,Unterkategorie des Fachbereichs,Kommentar,Fachbegriff,Inhalt,Kommentar,Definition,Erläuterung,Praxisbeispiel aus der Wirtschaft,Verwandte Themen,Kommentar/Bemerkung,Skizze,Lernfrage 1,Antwortmöglichkeit 1.1 (bitte hier immer die richtige Antwort),Antwortmöglichkeit 1.2,Antwortmöglichkeit 1.3,Antwortmöglichkeit 1.4,Antwortmöglichkeit 1.5,Begründung 1.1 (bitte hier immer die richtige Antwort),Begründung 1.2,Begründung 1.3,Begründung 1.4,Begründung 1.5,Skizze,Beispiel-Rechnung ,Antwortmöglichkeit 1.1 (bitte hier immer die richtige Lösung),Antwortmöglichkeit 1.2 ,Antwortmöglichkeit 1.3,Antwortmöglichkeit 1.4,Antwortmöglichkeit 1.5,Begründung 1.1 (bitte hier immer die richtige Antwort),Begründung 1.2,Begründung 1.3,Begründung 1.4,Begründung 1.5,Frage,Skizze,Antwort 1,Antwort 2,Antwort 3,Antwort 4,Antwort 5,Antwort 6,Antwort 7,Antwort 8,Begründung der Reihenfolge,Lernfrage,Skizze,Antwortmöglichkeit 1.1 (bitte richtige Wahl),Antwortmöglichkeit 1.2 (bitte richtige Wahl),"Antwortmöglichkeit 1.3 (falls richtig, am Anfang der Antwort mit ""R:"" beginnen)",Antwortmöglichkeit 1.4,Antwortmöglichkeit 1.5,Begründung 1.1,Begründung 1.2,Begründung 1.3,Begründung 1.4,Begründung 1.5,Auswahl 1,Zugehörig zu Auswahl 1,Auswahl 2,Zugehörig zu Auswahl 2,Auswahl 3,Zugehörig zu Auswahl 3,Auswahl 4,Zugehörig zu Auswahl 4,Auswahl 5,Zugehörig zu Auswahl 5,Begründung,Skizze,Frage,"Antwort (Soll); bitte bei mehreren Soll, mit einem ; trennen","Antwort (Haben) bitte bei mehreren Haben, mit einem ; trennen",Begründung,Leere Tabelle,Fragestellung,Lösung (ergänzte Tabelle),Begründung
10/02/2020 23:06:13,Das Unternehmen im gesamt- und weltwirtschaftlichen Zusammenhang einordnen,,,,,,,,,"Grundlagen (Güterknappheit, ökonomisches Prinzip, VWL, Bedürfnis, Bedarf, Produktionsfaktoren)",,,,,,Originäre Faktoren,Artikel/Definition/Beispiel,,"Die ursprünglichen Produktionsfaktoren, welche aus der ausführenden Arbeit, Betriebsmitteln sowie aus Werkstoffen bestehen.","Die ursprünglichen Produktionsfaktoren Arbeit, Betriebsmittel und Werkstoffe müssen kombiniert werden, um ein Ergebnis zu erzielen. Dazu bedarf es des dispositiven Faktors, der Leitung.","Zur Produktion der LED Lampe, wird geistige Arbeit benötigt, um die Lampe zu konzipieren. Gleichzeitig werden Maschinen sowie die jeweiligen Roh- und Betriebsstoffe benötigt, um die LED Lampe herzustellen. Die Kombination der Faktoren übernimmt die Betriebsleitung der Lampen AG.","Dispositiver Faktor, Betriebswirtschaftliche Produktionsfaktoren",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/02/2020 19:41:46,Das Unternehmen im gesamt- und weltwirtschaftlichen Zusammenhang einordnen,,,,,,,,,"Grundlagen (Güterknappheit, ökonomisches Prinzip, VWL, Bedürfnis, Bedarf, Produktionsfaktoren)",,,,,,Arbeitsteilung,Artikel/Definition/Beispiel,,"Die Abteilung von Arbeit in Teilverrichtungen, die von unterschiedlichen Wirtschaftseinheiten ausgeführt werden.","Die Arbeitsteilung versteht die Aufteilung einer Aufgabe in verschiedene Teilaufgaben, die durch Wirtschaftseinheiten wie beispielsweise Menschen, Unternehmungen, oder Länder verrichtet werden. Die gesamte wirtschaftliche Produktion wird durch die drei Wirtschaftssektoren (primärer, sekundärer, tertiärer Sektor) verrichtet.","Ein Bergwerk gewinnt baut einen Rohstoff ab, woraufhin ein verarbeitendes Unternehmen diesen verarbeitet. Ein produzierendes Unternehmen verwendet den Rohstoff um ein Endprodukt zu erstellen.  Der Händler kauft das fertige Produkt und verkauft es letztendlich an den Kunden.",Wirtschaftssektoren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/02/2020 19:47:43,Das Unternehmen im gesamt- und weltwirtschaftlichen Zusammenhang einordnen,,,,,,,,,"Grundlagen (Güterknappheit, ökonomisches Prinzip, VWL, Bedürfnis, Bedarf, Produktionsfaktoren)",,,,,,Primärer Sektor,Artikel/Definition/Beispiel,,Sachleistungsbetriebe der Urerzeugung,Der primäre Sektor ist einer der drei Wirtschaftssektoren. Zu den Unternehmen des primären Sektors gehören der landwirtschaftliche Anbau sowie der Abbau von Rohstoffen.,Ein landwirtschaftlicher Betrieb pflanzt Weizen an und erntet ihn.,"Arbeitsteilung, Sekundärer Sektor, Tertiärer Sektor, Wirtschaftssektoren",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/02/2020 19:54:46,Das Unternehmen im gesamt- und weltwirtschaftlichen Zusammenhang einordnen,,,,,,,,,"Grundlagen (Güterknappheit, ökonomisches Prinzip, VWL, Bedürfnis, Bedarf, Produktionsfaktoren)",,,,,,Sekundärer Sektor,Artikel/Definition/Beispiel,,"Der industrielle Sektor, in dem Rohstoffe be- und verarbeitet werden.",Als einer der drei Wirtschaftssektoren umfasst der sekundäre Sektor die Industrie und das Handwerk.,"Eine Bäckerei verarbeitet Rohstoffe wie Weizen, um Brot zu backen und diese zu verkaufen.","Primärer Sektor, Tertiärer Sektor, Wirtschaftssektoren, Arbeitsteilung",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/02/2020 20:00:24,Das Unternehmen im gesamt- und weltwirtschaftlichen Zusammenhang einordnen,,,,,,,,,"Grundlagen (Güterknappheit, ökonomisches Prinzip, VWL, Bedürfnis, Bedarf, Produktionsfaktoren)",,,,,,Tertiärer Sektor,Artikel/Definition/Beispiel,,"Der tertiäre Sektor ist der Bereich der Volkswirtschaft, der alle Dienstleistungen umfasst.","Der tertiäre Sektor ist einer der drei Wirtschaftssektoren. Die Unternehmen des tertiären Sektors sind für die Erstellung von Dienstleistungen zuständig. Es handelt sich somit um alle Wirtschaftseinheiten, die keine Sachgüter erstellen.",Ein Großhändler kauft Rohstoffe von einem Bergbauunternehmen ein und verkauft sie an weiterverarbeitende Unternehmen.,"Primärer Sektor, Sekundärer Sektor, Wirtschaftssektoren, Arbeitsteilung",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/02/2020 20:15:54,Das Unternehmen im gesamt- und weltwirtschaftlichen Zusammenhang einordnen,,,,,,,,,"Grundlagen (Güterknappheit, ökonomisches Prinzip, VWL, Bedürfnis, Bedarf, Produktionsfaktoren)",,,,,,Güter,Artikel/Definition/Beispiel,,"Güter sind die Mittel, die der Bedürfnisbefriedigung dienen.","Die Bedürfnisbefriedigung entsteht durch den Verbrauch und den Gebrauch von Gütern. Neben Unternehmen sind ebenfalls Haushalte und der Staat Anbieter von Gütern. Güter werden nach dem Bedürfnisgegenstand, dem Verwendungszweck, der Nutzungshäufigkeit, der gegenseitigen Ersetzbarkeit, der Gleichartigkeit, der Bedürfnisdringlichkeit, den Trägern der Bedürfnisbefriedigung und nach der Knappheit unterschieden.","Eine Banane dient als Gut, um das Bedürfnis nach Essen zu befriedigen.","Materielle Güter, Immaterielle Güter, Konsumgüter, Produktionsgüter, Verbrauchsgüter, Gebrauchsgüter, Substitutionsgüter, Komplementärster, Homogene Güter, Heterogene Güter, Existenzgüter, Kulturgüter, Luxusgüter, Individualgüter, Kollektivgüter, Knappe Güter, Freie Güter",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/02/2020 20:22:25,Das Unternehmen im gesamt- und weltwirtschaftlichen Zusammenhang einordnen,,,,,,,,,"Grundlagen (Güterknappheit, ökonomisches Prinzip, VWL, Bedürfnis, Bedarf, Produktionsfaktoren)",,,,,,Materielle Güter,Artikel/Definition/Beispiel,,"Körperliche Güter (fest, flüssig, gasförmig), die materielle Bedürfnisse befriedigen.","Materielle Güter, auch Sachgüter genannt, sind lagerfähig. Es wird bei dem Bedürfnisgegenstand nach materiellen und immateriellen Gütern unterschieden. Materielle Güter können ver- und bearbeitet werden und deren Ge- und Verbrauch können zeitlich verschoben werden.","Rucksack, Auto, Buch, Tisch","Güter, Immaterielle Güter",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/02/2020 20:32:06,Das Unternehmen im gesamt- und weltwirtschaftlichen Zusammenhang einordnen,,,,,,,,,"Grundlagen (Güterknappheit, ökonomisches Prinzip, VWL, Bedürfnis, Bedarf, Produktionsfaktoren)",,,,,,Immaterielle Güter,Artikel/Definition/Beispiel,,"Dienstleistungen, Informationen und Rechte, die die immateriellen Bedürfnisse befriedigen.",Immaterielle Güter sind nicht körperliche Vermögensgegenstände. Es wird im Bezug auf das Merkmal des Bedürfnisgegenstands der Güter zwischen materiellen und immateriellen Gütern unterschieden.,"Software, Lizenzen","Materielle Güter, Güter, Dienstleistungen, Rechte, Informationen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/02/2020 20:38:04,Das Unternehmen im gesamt- und weltwirtschaftlichen Zusammenhang einordnen,,,,,,,,,"Grundlagen (Güterknappheit, ökonomisches Prinzip, VWL, Bedürfnis, Bedarf, Produktionsfaktoren)",,,,,,Dienstleistungen,Artikel/Definition/Beispiel,,"Immaterielle Wirtschaftsgüter, die in Form einer Leistung von natürlichen, oder juristischen Personen erbracht werden.","Dienstleistungen gehören zu den immateriellen Gütern. Ein besonderes Merkmal ist die Gleichzeitigkeit von Produktion und Verbrauch von Dienstleistungen,","Haare schneiden lassen, Taxifahrt","Rechte, Informationen, Immaterielle Güter, Güter",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/02/2020 20:41:08,Das Unternehmen im gesamt- und weltwirtschaftlichen Zusammenhang einordnen,,,,,,,,,"Grundlagen (Güterknappheit, ökonomisches Prinzip, VWL, Bedürfnis, Bedarf, Produktionsfaktoren)",,,,,,Rechte,Artikel/Definition/Beispiel,,"Immaterielle Wirtschaftsgüter, die Ansprüche und Befugnisse regeln.","Rechte sind Ordnungssysteme, die das Zusammenleben einer Gesellschaft regeln. Sie sind Teil der immateriellen Wirtschaftsgüter.","Freiheitsrechte, Sozialrechte","Informationen, Dienstleistungen, Immaterielle Güter, Güter",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/02/2020 20:47:04,Das Unternehmen im gesamt- und weltwirtschaftlichen Zusammenhang einordnen,,,,,,,,,"Grundlagen (Güterknappheit, ökonomisches Prinzip, VWL, Bedürfnis, Bedarf, Produktionsfaktoren)",,,,,,Informationen,Artikel/Definition/Beispiel,,"Immaterielle Güter, die zweckbestimmtes Wissen beinhalten.","Informationen sind immaterielle Güter, die bei mehrfacher Nutzung nicht verbraucht werden. Informationen sind der Anteil einer Nachricht, die einen Mehrwert für den Nutzer beinhalten. Außerdem können Informationen preiswert und schnell übermittelt werden.","Zukünftiges Marktpotenzial einer Branche, Fundamentale Entwicklung eines Unternehmens","Rechte, Dienstleistungen, Immaterielle Güter, Güter",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/02/2020 11:29:29,"Absatzprozesse planen, steuern und kontrollieren",,,,,,,,,,Kommunikationspolitik,,,,,Werbezeit,Artikel/Definition/Beispiel,,Die Werbezeit ist ein Teil des Werbeplans.,"Die Werbezeit gibt an, wann die Werbung geschaltet werden soll.",Es wird ein Werbspot das ganze Jahr gedreht und an Weihnachten wird zusätzlich für 4 Wochen ein extra Spot gezeigt. ,"Werbegebiet, Werbeplan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/02/2020 11:31:14,"Absatzprozesse planen, steuern und kontrollieren",,,,,,,,,,Kommunikationspolitik,,,,,Werbegebiet,Artikel/Definition/Beispiel,,Das Werbegebiet ist ein Teil des Werbeplans.,Das Werbegebiet gibt an wo die Werbung angezeigt werden soll.,"Die Werbung kann lokal, regional oder auch national veröffentlicht werden.","Werbezeit, Werbeplan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/02/2020 11:36:28,"Absatzprozesse planen, steuern und kontrollieren",,,,,,,,,,Distributionspolitik,,,,,Absatzwege,Artikel/Definition/Beispiel,,Die Absatzwege des Marketings sind Teil der Distributionspolitik. Es wird zwischen direktem und indirektem Absatzweg unterschieden.,"Der Absatzweg stellt dar, wie das Produkt an den Endkunden gelangt.",Das Produkt kann direkt vom Unternehmen oder über Händler an den Endkunden verkauft werden.,"Direkter Absatzweg, indirekter Absatzweg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/02/2020 11:39:16,"Absatzprozesse planen, steuern und kontrollieren",,,,,,,,,,Distributionspolitik,,,,,Direkter Absatzweg,Artikel/Definition/Beispiel,,Bei dem direkten Absatz verkauft der Hersteller direkt an den Endkunden.,/,"Der Hersteller verkauft über seinen eigenen Online-Shop, Werksverkauf oder auch Verkaufbüros.","Absatzwege, Indirekter Absatzweg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/02/2020 11:41:07,"Unternehmensstrategien, -projekte umsetzen",,,,,,,,,,,,Konjunktur,,,Wirtschaftsschwankungen,Artikel/Definition/Beispiel,,Die Veränderung volkswirtschaftlicher Geld- und Güterströme.,"Geld- und Güterströme laufen nicht harmonisch, sondern sind Veränderungen ausgesetzt. Die Hauptgründe für Wirtschaftsschwankungen sind Veränderungen der Nachfrage und des Angebots sowie Maßnahmen des Staates und Veränderungen des Außenhandels.",Es ist eine saisonal bedingte Änderung der Nachfrage in der Stadt Aachen hinsichtlich des Eiskonsums zu erkennen.,"Saisonale Schwankungen, Strukturelle Schwankungen, Konjunkturelle Schwankungen, Wachstumstrend",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/02/2020 11:42:16,"Absatzprozesse planen, steuern und kontrollieren",,,,,,,,,,Distributionspolitik,,,,,Indirekter Absatzweg,Artikel/Definition/Beispiel,,Beim indirekten Absatzweg wird zwischen den Hersteller und den Verbraucher eine rechtlich und wirtschaftlich Selbstständiger geschaltet.,/,Zwischen Hersteller und Verbraucher kann zum Beispiel ein Einzelhandel oder ein Großhandel geschaltet werden.,"Absatzwege, Direkter Absatzweg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/02/2020 11:45:47,"Unternehmensstrategien, -projekte umsetzen",,,,,,,,,,,,Konjunktur,,,Saisonale Schwankungen,Artikel/Definition/Beispiel,,Jahreszeitlich bedingte wirtschaftliche Nachfrageveränderung,Die kurzfristigen wirtschaftlichen Veränderungen betreffen nur einzelne Wirtschaftszweige. Gleichzeitig sind die saisonalen Schwankungen für Unternehmen vorhersehbar.,"Aufgrund der jahreszeitlichen Veränderung in Deutschland werden im Winter vermehrt Skier gekauft, während im Sommer kaum Skier nachgefragt werden.","Wirtschaftsschwankungen, Strukturelle Schwankungen, Konjunkturelle Schwankungen, Wachstumstrend",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/02/2020 11:55:00,"Absatzprozesse planen, steuern und kontrollieren",,,,,,,,,,Außenhandelsgeschäfte,,,,,Exportrisiken,Artikel/Definition/Beispiel,,"Die Exportrisiken beschreiben die Risiken, mit den man vor allem beim Außenhandel zu kämpfen hat.","Folgende Risiken gehören zu den Exportrisiken:

-Transportrisiko
-Währungsrisiko
-Zahlungsrisiko
-Politisches Risiko
-Risiko höherer Gewalt
-Rechtsrisiko","-Transportrisiko: Wer trägt Kosten bei Transportschäden? Wer trägt das Risiko?
-Währungsrisiko: Kann sich der Wert durch Auf- und Abwertung verändern?
-Zahlungsrisiko: Kunden zahlt nicht oder zu spät
-Politisches Risiko: Unruhen, Streiks und Kriege
-Risiko höherer Gewalt: Naturkatastrophen 
-Rechtsrisiko: Unterschiedliche Rechte müssen beachtet werden",Incoterms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/02/2020 11:59:12,"Unternehmensstrategien, -projekte umsetzen",,,,,,,,,,,,Konjunktur,,,Konjunkturelle Schwankungen,Artikel/Definition/Beispiel,,Periodisch wiederkehrende Schwankungen in einem Wirtschaftskreislauf der Gesamtwirtschaft.,"Die rhythmisch wiederkehrenden Schwankungen betreffen die Gesamtwirtschaft, sprich Produktion, Beschäftigung und Absatz. Die konjunkturellen Schwankungen können mehrere Jahre umfassen und sind nicht vorhersehbar. Da sie die Gesamtwirtschaft betreffen, können sie zu volkswirtschaftlichen Krisen führen. Konjunkturelle Schwankungen lassen sich in verschiedene Konjunkturphasen gliedern.",Von 2001 bis 2009 ist eine gesamtwirtschaftliche konjunkturelle Schwankung festzustellen. Von dem Aufschwung 2001 bis zur Depression 2009 hat die Volkswirtschaft in diesem Zeitraum eine konjunkturelle Schwankung durchlaufen,"Saisonale Schwankungen, Wachstumstrend, Strukturelle Schwankungen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/02/2020 12:06:27,"Unternehmensstrategien, -projekte umsetzen",,,,,,,,,,,,Konjunktur,,,Strukturelle Schwankungen,Artikel/Definition/Beispiel,,"Schwerwiegende Krisen in Teilbereichen der Wirtschaft, bedingt durch Nachfrageveränderungen, die von Dauer sind.",Strukturelle Schwankungen betreffen jeweils einzelne Wirtschaftszweige. Sie führen oftmals zu schweren Strukturkrisen und sind der Grund für langandauernde Anpassungsprozesse. Sie sind der Grund für Unternehmensauflösungen in der jeweiligen Branche.,Der Ausstieg aus der Atomenergie führte zu einer strukturellen Schwankung in jenem Wirtschaftsbereich. Zahlreiche Unternehmen wurden in diesem Zusammenhang aufgelöst.,"Saisonale Schwankung, Konjunkturelle Schwankung, Wachstumstrend, Wirtschaftsschwankungen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/02/2020 12:11:57,"Unternehmensstrategien, -projekte umsetzen",,,,,,,,,,,,Konjunktur,,,Wachstumstrend,Artikel/Definition/Beispiel,,"Langfristiges Wirtschaftswachstum, gemessen an der realwirtschaftlichen Entwicklung.","Der Wachstumstrend beschreibt die langfristige Tendenz zu einem wirtschaftlichen Wachstum. Sowohl die Arbeitsproduktivität, als auch die Beschäftigung bestimmen die Trendrichtung.",Trotz konjunktureller Schwankungen wächst die Wirtschaft Deutschlands langfristig. Dies ist an dem realwirtschaftlichen Wirtschaftswachstum zu erkennen.,"Wirtschaftsschwankungen, Konjunkturelle Schwankungen, Saisonale Schwankungen, Strukturelle Schwankungen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/02/2020 12:15:58,Das Unternehmen im gesamt- und weltwirtschaftlichen Zusammenhang einordnen,,,,,,,,,Wirtschaftskreislauf,,,,,,Einfacher Wirtschaftskreislauf,Artikel/Definition/Beispiel,,"Der einfache Wirtschaftskreislauf ist ein Modell, bei dem davon ausgegangen wird, dass es nur die privaten Haushalte und das Unternehmen in der Wirtschaft gibt.","Bei dem Modell geben die Haushalte das gesamte Geld für Konsumgüter aus und sparn kein Geld (es gibt auch keine Bank, wo man Geld sparen kann). Das Unternehmen kann auch nicht investieren und der Staat greift in das Geschehen nicht ein. Folglich wird immer produziert und im gleichen Moment konsumiert.",,Erweiteter Wirtschaftskreislauf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/02/2020 12:21:46,"Unternehmensstrategien, -projekte umsetzen",,,,,,,,,,,,Konjunktur,,,Konjunkturzyklen,Artikel/Definition/Beispiel,,Phasen zyklischer Schwankungen des Bruttoinlandsproduktes.,"Die vier Phasen Aufschwung, Boom, Abschwung und die Depression umfassen die Schwankungen einer Volkswirtschaft, die in einem Zyklus aufeinander folgen. Die Konjunkturverläufe werden anhand des realen Bruttoinlandsproduktes gemessen.","Die konjunkturelle Schwankung Deutschlands innerhalb von 2001 bis 2009 umfasste die vier Konjunkturphasen Aufschwung, Boom, Abschwung und die Depression.","BIP, Wirtschaftsschwankungen, Boom, Aufschwung, Abschwung, Depression",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/02/2020 12:23:36,Das Unternehmen im gesamt- und weltwirtschaftlichen Zusammenhang einordnen,,,,,,,,,Wirtschaftskreislauf,,,,,,Erweiteter Wirtschaftskreislauf,Artikel/Definition/Beispiel,,"Der erweitete Wirtschaftskreislauf ist ein Modell, welches die Beziehungen zwischen Staat, Haushalte, Kapitalsammelstellen und Unternehmen abbildet.","Der einfache Wirtschaftskreislauf wird durch den Staat und die Kapitalsammelstelle erweitert. So entsteht der erweiterte Wirtschaftskreislauf. 
Durch die Kapitalstelle können die privaten Haushalte und die Unternehmen Geld ansparen um später ihr Geld investieren zu können.
Durch den Staat werden Steueren eingenommen und zu gleich wird das Unternehmen mit Subventionen und die Haushalte mit staatlichen Zahlungen unterstützt.
",,Einfacher Wirtschaftskreislauf ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/02/2020 12:29:53,"Unternehmensstrategien, -projekte umsetzen",,,,,,,,,,,,Konjunktur,,,Aufschwung (Expansion),Artikel/Definition/Beispiel,,Der Aufschwung (Expansion) bezeichnet den Anstieg der Wirtschaftsleistung.,"Die Expansion ist durch einen erhöhten Auftragseingang, eine Produktionsausweitung, einen Rückgang der Arbeitslosigkeit, abnehmendes Sparverhalten, leichte Preis- und Lohnsteigerungen sowie steigendes Steueraufkommen gekennzeichnet. Nachfrager und Anbieter haben optimistische Erwartungen.",Nach der Depression 2008/2009 deuteten die erhöhten Auftragseingänge und der Rückgang der Arbeitslosigkeit auf einen Aufschwung (Expansion) hin.,"Boom, Abschwung, Depression, Konjunkturphasen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/02/2020 16:38:06,Werteströme und Werte erfassen und dokumentieren,,,Aufgaben des Rechnungswesens,,,,,,,,,,,,Grundsätze ordnungsgemäßer Buchführung,Artikel/Definition/Beispiel,,gemäß HBG,"- Vollständigkeit (kein Geschäftsfall darf ausgelassen werden)
- Richtigkeit (Wahrheitsgemäße Buchungen)
- Zeitgerecht (zeitnahe Buchung der Geschäftsfälle)
- Geordnet (Zeitlich fortlaufende Erfassung)
- Belegprinzip ( Für jede Buchung muss ein Beleg vorliegen)
- Sprache & Währung (muss dem Land entsprechen)
- Berichtigungen ( der ursprüngliche Inhalt muss zu erkennen bleiben)
- Aufbewahrungspflicht (Unterlage die zu Buchungen führen müssen aufbewahrt werden)",,Aufbewahrungsfristen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/02/2020 16:42:49,Werteströme und Werte erfassen und dokumentieren,,,Aufgaben des Rechnungswesens,,,,,,,,,,,,Aufbewahrungsfristen,Artikel/Definition/Beispiel,,Die Frist beginnt mit dem Ende des Kalenderjahres in dem die Aufzeichnung oder der Beleg entstand.,"10 Jahre für:
- Handelsbücher
- Buchungsbelege
- Inventare
- Eröffnungsbilanzen
- Jahresabschlüsse

6 Jahre für:
- Handelsbriefe z.B. Angebote und Bestellungen
- Unterlagen, die für die Besteuerung von Bedeutung sind",,Bilanz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/02/2020 16:50:24,Werteströme und Werte erfassen und dokumentieren,,,"Inventur, Inventar, Bilanz",,,,,,,,,,,,Planung der Inventur,Artikel/Definition/Beispiel,,In großen Unternehmen ist eine Inventur oft sehr arbeits- und zeitintensiv. Sie muss einer ordentlichen Planung unterliegen.,"- Zeitplanung ( Entscheidung für die Stichtags, Verlegte, oder Permanente Inventur)
- Raumplanung (alle Räume, Gebäude, Hallen etc. müssen erfasst werden)
- Personalplanung
- Hilfsmittelplanung ",,Stichtagsinventur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/02/2020 17:02:06,Werteströme und Werte erfassen und dokumentieren,,,"Inventur, Inventar, Bilanz",,,,,,,,,,,,Kontrolle der Inventur,Artikel/Definition/Beispiel,,"Die Inventur muss immer nach dem ""Vier-Augen-Prinzip"" durchgeführt werden.",Inventurlisten müssen von den Aufnehmenden und Prüfenden unterschrieben werden. Bei Abweichungen der Aufzeichnungen zu den Buchwerten (Inventurdifferenz) müssen Nachforschungen angestellt werden und der Bestand im System anhand von Buchungen berichtigt werden.,,Buchungen bei Inventurdifferenzen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/02/2020 17:16:41,Marktorientierte Geschäftsprozesse eines Industriebetriebes erfassen,,Zielsystem des Unternehmens,,,,,,,,,,,,,Produktionsfaktoren,Artikel/Definition/Beispiel,,Produktionsfaktoren sind alle an der Erzeugung eines Produktes beteiligten Elemente. Dazu zählen folgende:,"- Arbeit (dispositiv und objektbezogen) 
alle planenden, leitenden, kontrollierenden und ausführenden Tätigkeiten (z.B. Controller, Personaler und Produktionsmitarbeiter)
- Betriebsmittel
alle Produktionseinrichtungen (z.B. Maschinen und Produktionshallen)
- Werkstoffe
alle Verbrauchsmaterialien 
z.B. Halbfabrikate, Roh-, Hilfs- und Betriebsstoffe, Energie
",,Produktionsmodell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
