Timestamp,Teilbereich der Ausbildung,Unterbereich der Kategorie,Unterbereich der Kategorie,Unterbereich der Kategorie,Unterbereich der Kategorie,Unterbereich der Kategorie,Unterbereich der Kategorie,Unterbereich der Kategorie,Unterbereich der Kategorie,Unterbereich der Kategorie,Unterbereich der Kategorie,Unterbereich der Kategorie,Unterbereich der Kategorie,Unterbereich der Kategorie,Unterbereich der Kategorie,Unterbereich der Kategorie,Unterbereich der Kategorie,Fachbereich,Kommentar,Fachbegriff,Inhalt,Definition,Erläuterung,Praxisbeispiel,Verwandte Themen,Kommentar/Bemerkung,Skizze,Lernfrage,Skizze,Antwortmöglichkeit 1 (bitte hier immer die richtige Antwort),Begründung 1,Antwortmöglichkeit 2,Begründung 2,Antwortmöglichkeit 3,Begründung 3,Antwortmöglichkeit 4,Begründung 4,Antwortmöglichkeit 5,Begründung 5,Lernfrage,Skizze,Antwort 1,Antwort 2,Antwort 3,Antwort 4,Antwort 5,Antwort 6,Antwort 7,Antwort 8,Begründung,Beispiel-Rechnung ,Skizze,Antwortmöglichkeit 1 (bitte hier immer die richtige Lösung),Begründung 1,Antwortmöglichkeit 2,Begründung 2,Antwortmöglichkeit 3,Begründung 3,Antwortmöglichkeit 4,Begründung 4,Antwortmöglichkeit 5,Begründung 5,Lernfrage,Skizze,Antwortmöglichkeit 1 (bitte richtige Wahl),Begründung 1,Antwortmöglichkeit 2 (bitte richtige Wahl),Begründung 2,"Antwortmöglichkeit 3 (falls richtig, am Anfang der Antwort mit ""R:"" beginnen)",Begründung 3,Antwortmöglichkeit 4,Begründung 4,Antwortmöglichkeit 5,Begründung 5,Skizze,Auswahl 1,Zugehörig zu Auswahl 1,Auswahl 2,Zugehörig zu Auswahl 2,Auswahl 3,Zugehörig zu Auswahl 3,Auswahl 4,Zugehörig zu Auswahl 4,Auswahl 5,Zugehörig zu Auswahl 5,Begründung,Kommentar
24/02/2020 18:04:51,Herstellen von einfachen Baugruppen,,,Elektrotechnik 3,,,,,,,,,,,,,,,,Widerstand,Mehrfachwahlaufgabe (Multiple Choice),,,,,,,Wie lautet der Name von der Einheit Widerstand?,,Ohm,Das ist der Name für den Widerstand.,Volt,Das ist der Name für die Spannung.,Siemens,Das ist der Name für den Leitwert.,Watt,Das ist der Name für die Leistung,Ampere,Das ist der Name für die Stromstärke.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/02/2020 18:15:39,Herstellen von einfachen Baugruppen,,,Automatisierungtechnik 3,,,,,,,,,,,,,,,,Druck,Mehrfachantworten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,In welcher Einheit kann man Druck angeben?,,psi,,bar,,"R:
Pascal",,Newton,,Watt,,,,,,,,,,,,,,
24/02/2020 21:58:59,Überwachen der Produkt- und Prozessqualität,,,,,,,,,,,Qualitätsmanagement 11,,,,,,,,Qualitätslenkung,Mehrfachantworten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Welche Aussage trifft zur Qualitätslenkung zu?,,Es werden alle Produktionprozesse überwacht,Die Qualitätslenkung umfasst Tätigkeiten zur Überwachung von Produktionsprozessen.,Es werden Fehlerursachen beseitigt,Die Beseitigung von Fehlerursachen gehört zur Qualitätslenkung.,"Es wird nachgewiesen, ob die Qualitätsforderungen erfüllt werden",Das gehört zur Qualitätssicherung.,Es soll die Kundenzufriedenheit gesteigert werden,Das gehört zur Qualitätsverbesserung.,Qualitätsbezogene Ziele und Anforderungen werden festgelegt,Das gehört zur Qualitätsplanung.,,,,,,,,,,,,,
24/02/2020 22:06:23,Überwachen der Produkt- und Prozessqualität,,,,,,,,,,,Qualitätsmanagement 11,,,,,,,,Qualitätssicherung,Mehrfachwahlaufgabe (Multiple Choice),,,,,,,Welche Aussage trifft zur Qualitätssicherung zu?,,"Es soll den Nachweis erbringen, dass die Qualitätsforderungen erfüllt werden ","Die Qualitätssicherung soll Vertrauen schaffen, dass die geplanten Forderungen im gesamten Fertigungsprozess des Produkts erfüllt werden.",notwendige Sach- und Geldmittel müssen bereitgestellt werden.,Das gehört zur Qualitätsplanung.,Es umfasst die Beseitigung von Fehlerursachen,Das gehört zur Qualitätslenkung.,Es umfasst alle Tätigkeiten mit dem Ziel der kontinuierlichen Verbesserung,Das gehört zur Qualitätsverbesserung.,Es werden qualitätsbezogene Ziele und Anforderungen festgelegt.,Das gehört zur Qualitätsplanung. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/02/2020 22:11:25,Überwachen der Produkt- und Prozessqualität,,,,,,,,,,,Qualitätsmanagement 11,,,,,,,,Qualitätsverbesserung,Mehrfachantworten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Welche Aussage trifft zur Qualitätsverbesserung zu?,,Es umfasst alle Tätigkeiten mit dem Ziel der kontinuierlichen Verbesserung,Das gehört zur Qualitätsverbesserung.,Es soll die Kundenzufriedenheit gesteigert werden,Das gehört zur Qualitätsverbesserung.,Es umfasst alle Tätigkeiten zur Überwachung aller Produktionsprozesse,Das gehört zur Qualitätslenkung.,Es umfasst die Beseitigung von Fehlerursachen,Das gehört zur Qualitätslenkung. ,"Es soll den Nachweis erbringen, dass die Forderungen erfüllt werden",Das gehört zur Qualitätssicherung.,,,,,,,,,,,,,
25/02/2020 13:12:05,Überwachen der Produkt- und Prozessqualität,,,,,,,,,,,Qualitätsmanagement 11,,,,,,,,Gaußkurve,Mehrfachwahlaufgabe (Multiple Choice),,,,,,,Was kann man aus der Gaußkurve nicht ableiten/ablesen?,,Die Fehlerhäufigkeit,Mit der Fehlersammelkarte lässt sich die Fehlerhäufigkeit ablesen.,Absolute Häufigkeit,Die absolute Häufigkeit lässt sich auf der y-Achse ablesen.,Die Spannweite ,Die Spannweite lässt sich auf der x-Achse ableiten.,Die Standardabweichung,Die Standardabweichung kann man mithilfe der Gaußkurve ableiten.,Den arithmetischen Mittelwert,Der arithmetische Mittelwert ist der höchste Punkt in der Gaußkurve.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/02/2020 13:18:53,Überwachen der Produkt- und Prozessqualität,,,,,,,,,,,Qualitätsmanagement 11,,,,,,,,Mittelwert,Mehrfachwahlaufgabe (Multiple Choice),,,,,,,Wie lässt sich der arithmetische Mittelwert berechnen?,,Alle Einzelwerte addieren und durch die Anzahl der Einzelwerte dividieren,x1 + x2 + x3...geteilt durch n. n = Anzahl der Einzelwerte.,Alle Einzelwerte multiplizieren und durch die Anzahl der Einzelwerte dividieren,x1 + x2 + x3...geteilt durch n. n = Anzahl der Einzelwerte.,Alle Einzelwerte subtrahieren und durch die Anzahl der Einzelwerte dividieren,x1 + x2 + x3...geteilt durch n. n = Anzahl der Einzelwerte.,Alle Einzelwerte addieren und mit der Anzahl der Einzelwerte multiplizieren,x1 + x2 + x3...geteilt durch n. n = Anzahl der Einzelwerte.,Alle Einzelwerte addieren und mit der Anzahl der Einzelwerte subtrahieren,x1 + x2 + x3...geteilt durch n. n = Anzahl der Einzelwerte.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/02/2020 13:30:57,Überwachen der Produkt- und Prozessqualität,,,,,,,,,,,Qualitätsmanagement 11,,,,,,,,Maschinenfähigkeit,Mehrfachwahlaufgabe (Multiple Choice),,,,,,,Welche Aussage trifft nicht zur Maschinenfähigkeitsuntersuchung zu?,,Es sollte immer anderes Material verwendet werden,Bei der Maschinenfähigkeitsuntersuchung sollten alle Einflüsse immer konstant bleiben. Das Material sollte also auch immer das Gleiche sein.,Es sollte immer dieselbe Person die Maschine bedienen,Bei der Maschinenfähigkeitsuntersuchung sollten alle Einflüsse immer konstant bleiben. Es sollte also bei der Untersuchung immer dieselbe Person die Maschine bedienen.,Während der Untersuchung wird mit demselben Messgerät gemessen werden,Bei der Maschinenfähigkeitsuntersuchung sollten alle Einflüsse immer konstant bleiben. Es sollte also immer dieselbe Messmethode angewendet werden.,Die Temperatur sollte während der Untersuchung nicht schwanken,Bei der Maschinenfähigkeitsuntersuchung sollten alle Einflüsse immer konstant bleiben. Die Temperatur sollte immer auf normaler Betriebstemperatur bleiben. ,Es wird immer das gleiche Fertigungsverfahren angewandt,Bei der Maschinenfähigkeitsuntersuchung sollten alle Einflüsse immer konstant bleiben. So sollte auch das Fertigungsverfahren immer das Gleiche sein.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/02/2020 13:44:31,Überwachen der Produkt- und Prozessqualität,,,,,,,,,,,Qualitätsmanagement 11,,,,,,,,Prozessfähigkeit,Mehrfachantworten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nenne eine Gemeinsamkeit und einen Unterschied von der Prozessfähigkeit gegenüber der Maschinenfähigkeit.,,Man erhält bei beiden Untersuchungen eine Normalverteilung,"Mithilfe der Normalverteilung kann man herausfinden, ob der Prozess bzw. die Maschine fähig ist.",Die äußeren Einflüsse werden bei der Prozessfähigkeit mit einbezogen,"Sie werden mit einbezogen, um den Prozess realitätsnah zu messen. Bei der Maschinenfähigkeitsuntersuchung sollten alle Einflüsse immer konstant bleiben, da nur die Maschine untersucht wird.",Beides sind Langzeituntersuchungen,Die Prozessfähigkeitsuntersuchung ist eine Langzeituntersuchung. Die Maschinenfähigkeitsuntersuchung ist eine Kurzzeituntersuchung.,Bei beiden Untersuchungen sollten die äußeren Einflüsse immer konstant bleiben,Bei der Prozessfähigkeitsuntersuchung werden die äußeren Einflüsse mit einbezogen. Bei der Maschinenfähigkeitsuntersuchung sollten alle Einflüsse immer konstant bleiben.,Nur bei der Prozessfähigkeit erhält man eine Normalverteilung,Bei beiden Untersuchungen erhält man eine Normalverteilung.,,,,,,,,,,,,,
25/02/2020 13:57:41,Überwachen der Produkt- und Prozessqualität,,,,,,,,,,,Qualitätsmanagement 11,,,,,,,,Urwertkarte,Mehrfachwahlaufgabe (Multiple Choice),,,,,,,Wozu dient eine Urwertkarte?,,Um eine Qualitätsregelkarte zu erstellen,"Die Messdaten werden zuerst in einer Urwertkarte dokumentiert, um sie dann in eine Qualitätsregelkarte einzutragen.",Um ein Histogramm zu erstellen,Die Urliste dient dazu ein Histogramm zu erstellen.,Um eine Gaußkurve zu erstellen,Ein Histogramm dient dazu eine Gaußkurve zu erstellen.,Um eine Pareto-Analyse durchzuführen,"Um eine Pareto-Analyse durchzuführen, benötigt man eine Fehlersammelkarte.",Um ein Ishikawa-Diagramm zu erstellen,"In einem Ishikawa-Diagramm dokumentiert man nur Störursachen, die zu einer Wirkung geführt haben. Man benötigt keine Urwertkarte dafür.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/02/2020 17:42:08,Überwachen der Produkt- und Prozessqualität,,,,,,,,,,,Qualitätsmanagement 11,,,,,,,,Eingriffsgrenze,Mehrfachwahlaufgabe (Multiple Choice),,,,,,,Bei welchem QM-Werkzeug finden sich Eingriffsgrenzen wieder?,,Qualitätsregelkarte,"Bei den Qualitätsregelkarten gibt es Warngrenzen, Toleranzgrenzen und Eingriffsgrenzen. Befindet sich ein Messwert über der Eingriffsgrenze, muss in den Prozess eingegriffen werden.",Histogramm,Beim Histogramm gibt es keine Eingriffsgrenzen.,Gaußkurve,Bei der Gaußkurve gibt es keine Eingriffsgrenze.,Pareto-Diagramm,Beim Pareto-Diagramm gibt es keine Eingriffsgrenzen. ,Ishikawa-Diagramm,Beim Ishikawa-Diagramm gibt es keine Eingriffsgrenzen. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/02/2020 17:55:42,Überwachen der Produkt- und Prozessqualität,,,,,,,,,,,Qualitätsmanagement 11,,,,,,,,100%-Kontrolle,Mehrfachwahlaufgabe (Multiple Choice),,,,,,,Welchen Vorteil hat die 100%-Kontrolle? ,,Es wird jedes Teil geprüft ,"Das ist ein Vorteil, weil man dadurch sichergehen kann, dass kein Teil durchkommt, dass Ausschuss ist.",Wenig Aufwand,"Die 100%-Kontrolle ist aufwendig, da jedes Teil geprüft werden muss.",Es geht schnell,"Die 100%-Kontrolle ist zeitaufwendig, da jedes Teil geprüft werden muss.",Es ist immer möglich,"Bei Massenproduktionen ist es kaum möglich und auch sinnlos eine 100%-Prüfung anzuwenden, da es zu viel Aufwand wäre. Dort verwendet man eine Stichprobenprüfung.",Wenig Kosten,Eine 100%-Kontrolle kann schnell sehr teuer werden.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/02/2020 18:56:11,Herstellen von einfachen Baugruppen,,,Automatisierungtechnik 3,,,,,,,,,,,,,,,,Grafcet,Mehrfachantworten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Welche Elemente kann man in einem GRAFCET finden?,,Transition,Eine Bedingung um den nächsten Schritt einzuleiten. ,Aktion,Eine Aktion ist das was  bei aktiveren eines Schritts ausgeführt werden soll.,"R: 
Startschritt",Es gibt die Ausgangstellung einer Steuerung an.,Endschritt,Es gibt keinen Endschritt in einem GRAFCET.,Reaktion,Ein Element Namens Reaktion gibt es nicht in einem GRAFCET.,,,,,,,,,,,,,
25/02/2020 19:12:36,Herstellen von einfachen Baugruppen,,,Werkstofftechnik 3,,,,,,,,,,,,,,,,Streckgrenze,Mehrfachwahlaufgabe (Multiple Choice),,,,,,,Was ist die Streckgrenze von dem Werkstoff C10E?,,295 N/mm²,,355 N/mm²,,490 N/mm²,,640 N/mm²,,450  N/mm²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/02/2020 19:18:55,Herstellen von einfachen Baugruppen,,,Werkstofftechnik 3,,,,,,,,,,,,,,,,Zugfestigkeit,Mehrfachwahlaufgabe (Multiple Choice),,,,,,,Was versteht man unter der Zugfestigkeit?,,Die größte Zugspannung die ein Werkstoff aushält.,Das beschreibt die Zugfestigkeit.,Die Kraft die während einer Zugspannung unmittelbar vor Beginn des elastischen Verformens herrscht. ,,Die Zugfestigkeit ist die Kraft die auf einem bestimmten Querschnitt unmittelbar vor dem plastischen Verformen herrscht.,Das ist die Streckgrenze.,"Stellt die größte Spannungsamplitude dar, bei der der zu prüfende Körper keine unzulässige Verformung bei unendlicher Wiederholung der Schwingung zeigt.",Das beschreibt die Dauerfestigkeit.,Der Widerstand den ein Werkstück bei einem eindringen eines Objektes entgegensetzt. ,Das beschreibt die Härte eines Werkstoffes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/02/2020 19:24:30,Herstellen von einfachen Baugruppen,,,Werkstofftechnik 3,,,,,,,,,,,,,,,,Härte,Mehrfachwahlaufgabe (Multiple Choice),,,,,,,Was versteht man unter der Härte?,,Der Widerstand den ein Werkstück bei einem eindringen eines Objektes entgegensetzt. ,Das beschreibt die Härte eines Werkstoffes.,"Stellt die größte Spannungsamplitude dar, bei der der zu prüfende Körper keine unzulässige Verformung bei unendlicher Wiederholung der Schwingung zeigt.",Das beschreibt die Dauerfestigkeit.,Die größte Zugspannung die ein Werkstoff aushält.,Das beschreibt die Zugfestigkeit.,Die Kraft die während einer Zugspannung unmittelbar vor Beginn des elastischen Verformens herrscht. ,,Die Kraft die während einer Zugspannung unmittelbar vor Beginn des plastischen Verformens herrscht. ,Das ist die Streckgrenze.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/02/2020 19:31:00,Herstellen von einfachen Baugruppen,,,Werkstofftechnik 3,,,,,,,,,,,,,,,,Härtbarkeit,Mehrfachwahlaufgabe (Multiple Choice),,,,,,,Wie groß muss der Kohlenstoffanteil in ein Stahl mindestens sein das er sich zum Härten eignet?,,0.20%,,0.10%,,2%,,1%,,"0,02%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/02/2020 20:29:51,Überwachen der Produkt- und Prozessqualität,,,,,,,,,,,Qualitätsmanagement 11,,,,,,,,Run,Mehrfachwahlaufgabe (Multiple Choice),,,,,,,Was trifft zu einem Run zu?,,7 oder mehr aufeinanderfolgende Werte liegen auf einer Seite der Mittellinie,So bezeichnet man einen Run.,7 oder mehr aufeinanderfolgende Werte zeigen eine steigende oder fallende Tendenz,Das ist ein Trend.,Mindestens 15 Werte liegen aufeinanderfolgend innerhalb +/- Standardabweichung s,Das ist ein Middle Third.,Die Werte wechseln periodisch um die Mittellinie,Das ist eine Periode,Die Werte über- bzw. unterschreiten die Eingriffsgrenzen,Das ist ein Überschreiten der Eingriffsgrenzen.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/02/2020 20:33:45,Überwachen der Produkt- und Prozessqualität,,,,,,,,,,,Qualitätsmanagement 11,,,,,,,,Trend,Mehrfachwahlaufgabe (Multiple Choice),,,,,,,Was trifft zu einem Trend zu?,,7 oder mehr aufeinanderfolgende Werte zeigen eine steigende oder fallende Tendenz.,Das ist ein Trend. ,7 oder mehr aufeinanderfolgende Werte liegen auf einer Seite der Mittellinie,Das ist ein Run.,Mindestens 15 Werte liegen aufeinander folgend innerhalb +/- Standardabweichung s,Das ist ein Middle Third.,Die Werte wechseln periodisch um die Mittellinie,Das ist eine Periode.,2/3 aller Werte liegen im Bereich +/- Standardabweichung s und alle Werte liegen innerhalb der Eingriffsgrenzen,Das ist ein Natürlicher Verlauf.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/02/2020 20:37:40,Überwachen der Produkt- und Prozessqualität,,,,,,,,,,,Qualitätsmanagement 11,,,,,,,,Middle Third,Mehrfachwahlaufgabe (Multiple Choice),,,,,,,Was trifft zu einem Middle Third zu?,,Mindestens 15 Werte liegen aufeinanderfolgend innerhalb +/- Standardabweichung s,Das ist ein Middle Third.,7 oder mehr aufeinanderfolgende Werte zeigen eine steigende oder fallende Tendenz,Das ist ein Trend.,7 oder mehr aufeinanderfolgende Werte liegen auf einer Seite der Mittellinie,Das ist ein Run.,Die Werte wechseln periodisch um die Mittellinie,Das ist eine Periode.,2/3 aller Werte liegen im Bereich +/- Standardabweichung s und alle Werte liegen innerhalb der Eingriffsgrenzen,Das ist ein Natürlicher Verlauf.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/02/2020 23:44:43,"Instandhalten von technischen Systemen
",,,,,,,,,,,,"Montage, Inbetriebnahme und Instandhaltung 12",,,,,,,Störungsbedingte Instandhaltung,Mehrfachwahlaufgabe (Multiple Choice),,,,,,,Wann wird eine störungsbedingte Instandhaltung angewandt?,,Wenn eine Maschine wenig genutzt wird,"Da ein Ausfall der Maschine keinen großen Einfluss auf die Produktion hat, wird hier eher eine störungsbedingte Instandsetzung angewandt, als eine vorbeugende Instandsetzung.",Wenn die Sicherheitsrisiken für Mensch und Umwelt zu groß sind,"Hier wird eine vorbeugende Instandsetzung angewandt, da ein Ausfall von z.B. einem Flugzeug mitten in der Luft eine große Gefährdung für Menschen darstellt. Deswegen wird beim Flugzeug immer vorbeugend instandgesetzt, damit es nicht zu so einem Störungsfall kommen kann.",Wenn der Produktionsablauf besonders gefährdet ist,"Hier wird eine vorbeugende Instandsetzung angewandt, da ein Ausfall einer Maschinen in einem Produktionsprozess hohe Kosten verursachen würde, da die Produktion gestoppt werden muss.",Wenn mit mehreren Folgeschäden zu rechnen ist ,"Hier wird eine vorbeugende Instandsetzung angewandt, da bei Störung einer Maschine, die heiß läuft durch die Störung und in der Nähe brandfördernde Mittel stehen, es zu gravierenden Folgeschäden kommen kann.",Wenn sehr hohe Kosten entstehen können,"Hier wird eine vorbeugende Instandsetzung angewandt, da es wirtschaftlicher ist die Maschine vorbeugend instandzusetzen, als erst, wenn es zur Störung kommt.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/02/2020 00:17:52,Instandhalten von technischen Systemen,,,,,,,,,,,,"Montage, Inbetriebnahme und Instandhaltung 12",,,,,,,Intervallabhängige Instandhaltung,Mehrfachwahlaufgabe (Multiple Choice),,,,,,,Welche Maßnahme ist keine intervallabhängige Instandhaltung? ,,Ein Zahnrad wird aufgrund eines Getriebeschadens instandgesetzt,Das ist eine störungsbedingte Instandhaltung. ,Die Bremsflüssigkeit wird alle 2 Jahre gewechselt,Das ist eine intervallabhängige Instandhaltung,Ein Radsatz eines Reisezugwagens wird alle 10000km auf Flachstellen geprüft,Das ist eine intervallabhängige Instandhaltung.,Alle 300 Betriebsstunden werden die Lager eines Getriebes getauscht,Das ist eine intervallabhängige Instandhaltung.,Ein Zahnriemen wird alle 120000km getauscht,Das ist eine intervallabhängige Instandhaltung. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/02/2020 00:27:47,Instandhalten von technischen Systemen,,,,,,,,,,,,"Montage, Inbetriebnahme und Instandhaltung 12",,,,,,,Zustandsüberwachende Instandhaltung ,Mehrfachwahlaufgabe (Multiple Choice),,,,,,,Was zeichnet eine zustandsüberwachende Instandhaltung aus?,,"Der Abnutzungsvorrat wird ausgenutzt, ohne dass eine Störung entsteht","Da man den Zustand des Bauteils überwacht, kann man rechtzeitig das Teil instandsetzen, bevor es zur Störung kommt.",Der Abnutzungsvorrat wird nicht ausgenutzt,Das trifft zur intervallabhängigen Instandhaltung zu.,Es entstehen hohe Kosten,"Da man den Abnutzungsvorrat gut ausnutzt, entstehen keine unnötigen Kosten.",Es hat kein hohen Aufwand,"Der Aufwand ist relativ hoch, da man immer wieder den Zustand inspizieren muss.",Es kommt zu Stillstandzeiten von Maschinen,Das trifft zur störungsbedingten Instandhaltung zu.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/02/2020 00:55:45,Instandhalten von technischen Systemen,,,,,,,,,,,,"Montage, Inbetriebnahme und Instandhaltung 12",,,,,,,Vorausschauende Instandhaltung,Mehrfachwahlaufgabe (Multiple Choice),,,,,,,Welcher Vorteil ist kein Vorteil einer vorausschauende Instandhaltung?,,Jede Art von Problem wird verhütet,Bei der vorausschauenden Instandhaltung werden nur riskante Probleme verhütet. Bei der vorbeugenden Instandhaltung wird jede Art von Problem verhütet.,Personalaufwand wird eingespart,"Bei der vorausschauende Instandhaltung werden Bauteile etc. nur instandgehalten, wenn es wirklich notwendig ist. Das spart Personal.",Weniger Ersatzteile müssen bereitgestellt werden.,"Bei der vorausschauende Instandhaltung werden Bauteile etc. nur instandgehalten, wenn es wirklich notwendig ist. Das spart Ersatzteile.",Prozesse werden effizienter,"Bei der vorausschauende Instandhaltung werden Bauteile etc. nur instandgehalten, wenn es wirklich notwendig ist. Das macht die Prozesse effizienter.",Maschinen und Anlagen haben eine längere Lebensdauer,"Bei der vorausschauende Instandhaltung werden Bauteile etc. nur instandgehalten, wenn es wirklich notwendig ist. Der Abnutzungsvorrat wird ausgenutzt und erneuert, wodurch die Lebensdauer der Maschinen verlängert wird.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/02/2020 01:02:41,Instandhalten von technischen Systemen,,,,,,,,,,,,Qualitätsmanagement 12,,,,,,,Pareto-Analyse,Mehrfachwahlaufgabe (Multiple Choice),,,,,,,"Was braucht man, um ein Pareto-Diagramm zu erstellen?",,Eine Fehlersammelkarte,Man braucht eine Fehlersammelkarte. Damit kann man die gefundenen Fehler in einem Diagramm darstellen.,Urliste,"Eine Urliste benötigt man, um ein Histogramm zu erstellen.",Urwertkarte,"Eine Urwertkarte braucht man, um eine Qualitätsregelkarte zu erstellen.",Ishikawa-Diagramm,"Man braucht kein Ishikwa-Diagramm, um ein Pareto-Diagramm zu erstellen.",Ein Histogramm,"Ein Histogramm braucht man, um eine Gaußkurve zu erstellen.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/02/2020 01:13:17,Instandhalten von technischen Systemen,,,,,,,,,,,,Prüftechnik 12,,,,,,,Mechanische Prüfverfahren,Mehrfachwahlaufgabe (Multiple Choice),,,,,,,Was zählt nicht zu den mechanischen Prüfverfahren?,,Ultraschallprüfung,Die Ultraschallprüfung gehört zu den zerstörungsfreien Werkstoffprüfungen.,Zugversuch,Der Zugversuch gehört zu den mechanischen Prüfverfahren. Man ermittelt damit die Streckgrenze/Dehngrenze und die Zugfestigkeit,Kerbschlagbiegeversuch,Der Kerbschlagbiegeversuch gehört zu den mechanischen Prüfverfahren. Man ermittelt damit die Kerbschlagarbeit.,Der Biegeversuch,Der Biegeversuch gehört zu den mechanischen Prüfverfahren. Man ermittelt damit die Spannungs-Dehnungs-Linie der Biegebeanspruchung.,Scherversuch,"Der Scherversuch gehört zu den mechanischen Prüfverfahren. Man ermittelt damit, wie stark ein Werkstoff auf Abscherung beansprucht werden kann.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/02/2020 01:24:48,Instandhalten von technischen Systemen,,,,,,,,,,,,Prüftechnik 12,,,,,,,Zugversuch,Mehrfachantworten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Welche Kennwerte kann man mit dem Zugversuch ermitteln?,,Streckgrenze,"Die Werkstoffprobe wird in die Länge gezogen. Die Streckgrenze ist erreicht, wenn die Probe anfängt plastisch zu verformen.",Zugfestigkeit,"Die Werkstoffprobe wird in die Länge gezogen. Die Zugfestigkeit ist erreicht, wenn die Probe auseinanderbricht.",Kerbschlagarbeit,Die Kerbschlagarbeit wird im Kerbschlagbiegeversuch ermittelt.,Härte,Die Härte wird in Härteprüfverfahren ermittelt.,Druckfestigkeit,Die Druckfestigkeit wird beim Druckversuch ermittelt.,,,,,,,,,,,,,
26/02/2020 01:29:26,Instandhalten von technischen Systemen,,,,,,,,,,,,Prüftechnik 12,,,,,,,Druckversuch,Mehrfachwahlaufgabe (Multiple Choice),,,,,,,Bei welchem Werkstoff wird normalerweise der Druckversuch durchgeführt?,,Gusseisen,"Der Druckversuch wird bei spröden Werkstoffen angewandt, um die Fließkurven zu bestimmen.",Aluminium ,Bei Aluminium wird kein Druckversuch angewandt.,Kupfer,Bei Kupfer wird kein Druckversuch angewandt. ,Messing,Bei Messing wird kein Druckversuch angewandt. ,Automatenstahl,Bei Automatenstahl wird kein Druckversuch angewandt. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/02/2020 02:26:14,Instandhalten von technischen Systemen,,,,,,,,,,,,Prüftechnik 12,,,,,,,Kerbschlagbiegeversuch,Mehrfachwahlaufgabe (Multiple Choice),,,,,,,Wozu dient der Kerbschlagbiegeversuch?,,Um die Kerbschlagarbeit zu ermitteln,Mit dem Kerbschlagbiegeversuch wird die Kerbschlagarbeit ermittelt.,Um die Kerbschlagbiegefestigkeit zu ermitteln,Die Kerbschlagbiegefestigkeit gibt es nicht.,Um die Kerbschlagbiegehärte zu ermitteln,Die Kerbschlagbiegehärte gibt es nicht. ,Um die Härte zu ermitteln ,Die Härte wird mit Härteprüfverfahren ermittelt.,Um die Zugfestigkeit zu ermitteln,Die Zugfestigkeit wird im Zugversuch ermittelt.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
