Timestamp,Teilbereich der Ausbildung,Unterkategorie des Teilbereichs,Unterkategorie des Teilbereichs (gemeinsame Inhalte),Unterkategorie des Teilbereichs (Großhandels Inhalte),Unterkategorie des Teilbereichs (Außenhandels Inhalte),Unterkategorie des Teilbereichs (gemeinsame Inhalte),Unterkategorie des Teilbereichs (Großhandels Inhalte),Unterkategorie des Teilbereichs (Außenhandels Inhalte),Unterkategorie des Teilbereichs (gemeinsame Inhalte),Unterkategorie des Teilbereichs (gemeinsame Inhalte),Unterkategorie des Teilbereichs (Großhandels Inhalte),Unterkategorie des Teilbereichs (gemeinsame Inhalte),Unterkategorie des Teilbereichs (Großhandels Inhalte),Unterkategorie des Teilbereichs (Außenhandels Inhalte),Unterkategorie des Teilbereichs (gemeinsame Inhalte),Unterkategorie des Teilbereichs (Großhandels Inhalte),Unterkategorie des Teilbereichs (Außenhandels Inhalte),Unterkategorie des Teilbereichs (gemeinsame Inhalte),Unterkategorie des Teilbereichs (gemeinsame Inhalte),Unterkategorie des Teilbereichs (gemeinsame Inhalte),Unterkategorie des Teilbereichs (Großhandels Inhalte),Unterkategorie des Teilbereichs (Außenhandels Inhalte),Unterkategorie des Teilbereichs (gemeinsame Inhalte),Unterkategorie des Teilbereichs (gemeinsame Inhalte),Unterkategorie des Fachbereichs,Kommentar,Fachbegriff,Inhalt,Kommentar,Definition,Erläuterung,Praxisbeispiel aus der Wirtschaft,Verwandte Themen,Kommentar/Bemerkung,Skizze,Lernfrage ,Antwortmöglichkeit 1.1 (bitte hier immer die richtige Antwort),Begründung 1.1 (bitte hier immer die richtige Antwort),Antwortmöglichkeit 1.2,Begründung 1.2,Antwortmöglichkeit 1.3,Begründung 1.3,Antwortmöglichkeit 1.4,Begründung 1.4,Antwortmöglichkeit 1.5,Begründung 1.5,Frage,Skizze,Antwort 1,Antwort 2,Antwort 3,Antwort 4,Antwort 5,Antwort 6,Antwort 7,Antwort 8,Begründung der Reihenfolge,Skizze,Beispiel-Rechnung ,Antwortmöglichkeit 1.1 (bitte hier immer die richtige Lösung),Begründung 1.1 (bitte hier immer die richtige Antwort),Antwortmöglichkeit 1.2,Begründung 1.2,Antwortmöglichkeit 1.3,Begründung 1.3,Antwortmöglichkeit 1.4,Begründung 1.4,Antwortmöglichkeit 1.5,Begründung 1.5,Lernfrage,Skizze,Antwortmöglichkeit 1.1 (bitte richtige Wahl),Begründung 1.1 (bitte hier immer die richtige Antwort),Antwortmöglichkeit 1.2 (bitte richtige Wahl),Begründung 1.2 (bitte hier immer die richtige Antwort),"Antwortmöglichkeit 1.3 (falls richtig, am Anfang der Antwort mit ""R:"" beginnen)",Begründung 1.3,Antwortmöglichkeit 1.4,Begründung 1.4,Antwortmöglichkeit 1.5,Begründung 1.5,Auswahl 1,Zugehörig zu Auswahl 1,Auswahl 2,Zugehörig zu Auswahl 2,Auswahl 3,Zugehörig zu Auswahl 3,Auswahl 4,Zugehörig zu Auswahl 4,Auswahl 5,Zugehörig zu Auswahl 5,Begründung,Skizze,Frage,"Antwort (Soll); bitte bei mehreren Soll, mit einem ; trennen","Antwort (Haben) bitte bei mehreren Haben, mit einem ; trennen",Begründung,Leere Tabelle,Fragestellung,Lösung (ergänzte Tabelle),Begründung,Skizze
21/02/2020 14:25:17,"Logistische Prozesse planen, steuern und kontrollieren",,,,,,,,,,,"Lieferketten- und Qualitätsmanagement (Supply Chain Management, TQM)",,,,,,,,,,,,,,,Total Quality Management (TQM),Artikel/Definition/Beispiel,,Alle Unternehmensbereiche (Mitarbeiter) werden in die Qualitätsgestaltung einbezogen. Ziel ist die Optimierung auf allen benenne und in allen Funktionsbereichen.,"Beim TQM gilt:
- Qualität als übergeordnetes Unternehmensziel
- Qualitätsbegriff: Ganzheitlich und kundenorientiert","Herr Schmidt, der Qualitätsmanager des Großhandelsunternehmens FIRMA, widmet sich allen Verbesserungsvorschlägen der Mitarbeiter und geht vereinzelt noch auf diese ein um die Qualität des Unternehmens rundum verbessern zu können.",QM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/02/2020 14:33:58,"Logistische Prozesse planen, steuern und kontrollieren",,,,,,,,,,,,Lagerarten,,,,,,,,,,,,,,Festplatzsystem,Artikel/Definition/Beispiel,,"Das Festplatzsystem gilt als systematische Lagerplatzzuordnung. Das heisst, jeder Lagerplatz bekommt eine Lagernummer.","Jeder Lagerplatz erhält eine Lagernummer. Somit sind alle Lageradressen in einem Lagerplan zusammengestellt und jeder Lagerplatz ist eindeutig bestimmbar.
So können Lagergüter identifiziert, klassifiziert und kontrolliert werden.","In dem Lager eines Technikgroßhandels herrscht das Festplatzsystem. Sobald ein Computer entnommen wird, bleibt dieser Platz frei, bis dasselbe Modell wieder geliefert wird und hier eingelagert werden kann.","Freiplatzsystem, Lager",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/02/2020 14:39:31,Aufträge kundenorientiert bearbeiten,,Verjährung,,,,,,,,,,,,,,,,,,,,,,,,Verjährung ,Artikel/Definition/Beispiel,,"Verjährung ist der durch den Ablauf einer bestimmten Frist bewirkter Verlust der Möglichkeit, einen bestehenden Anspruch gerichtlichen durchzusetzen, obwohl dieser trotzdem weiterhin besteht. ","Warum gibt es Verjährung?

Verjährung bezeichnet die Herstellung der Rechtssicherheit nach Ablauf einer Gewissen Zeit und die Wahrung des Rechtsfriedens.","- Lieferansprüche aus Kauf- oder Werkverträgen
- Ansprüche auf Erfüllung aus Aufträgen oder Dienstleistungsverträgen 
- Zahlungsansprüche aus sämtlichen Verträgen ",Fristen ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/02/2020 14:39:37,Aufträge kundenorientiert bearbeiten,,Verjährung,,,,,,,,,,,,,,,,,,,,,,,,Fristen,Artikel/Definition/Beispiel,,,"2   Jahre: Mängelansprüche - Ab Entstehung des Anspruchs 

3   Jahre: Regelverjährung - Ab Ende des Jahres, in dem der Anspruch entstanden 

5   Jahre: Mängelansprüche eines Bauwerks - Ab Abnahme des Bauwerks

10 Jahre: Ansprüche aus Grundstücksrechten - Ab Entstehung des Anspruchs 

20 Jahre: Familien & erbrechtliche Ansprüche - Ab Entstehung des Anspruchs 
                 Schadensersatzansprüche bei Körperverletzung  - Ab Entstehung des Anspruchs
                 Rechtskräftige Urteile  - Ab Entstehung des Anspruchs
                 Ansprüche aus Pfandrecht  - Ab Entstehung des Anspruchs
                 Herausgabeansprüche aus Eigentum  - Ab Entstehung des Anspruchs",,Verjährung ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/02/2020 14:42:45,"Logistische Prozesse planen, steuern und kontrollieren",,,,,,,,,,,,Lagerarten,,,,,,,,,,,,,,Freiplatzsystem,Artikel/Definition/Beispiel,,Bei einem Freiplatzsystem herrscht chaotische Lagerplatzzuordnung. Die Lagergüter haben keine feste Lagerplatzzuordnung,"Das Lagerverwaltungssytem weist dem einzulagerndem Artikel den nächsten freien Lagerplatz zu. So kann eine schnelle Aus- und Einlagerung erfolgen und die Lagerfläche optimal genutzt werden.
Dieses System ist jedoch stark abhängig von der Datenverarbeitung. Manuelles Ein- und Auslagern ist durch meist vollautomatische Transportsysteme nicht möglich, da diese oft Voraussetzung für ein solches System sind und schwer zugänglich.","Frau Neu arbeitet in einem Textilgroßhandel dessen Lager ein Freiplatzsystem betreibt. Sobald neue Ware kommt, kann sie diese sofort zu einem freien Standort zuweisen, sobald aber ein Fehler passiert, wird es chaotisch. Ihre Kollegin, Frau Alt, möchte ein Kleidungsstück aus dem Lager auslagern. Das ist jedoch schwer, da das Lagersystem mit einem Transportsystem verbunden ist, dass diese Vorgänge nicht so einfach zulässt.","Festplatzsystem, Lager",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/02/2020 14:50:17,"Logistische Prozesse planen, steuern und kontrollieren",,,,,,,,,,,,Warenfluss und Warenwirtschaftssystem,,,,,,,,,,,,,,Lagerprozess,Artikel/Definition/Beispiel,,"Der Prozess beschreibt alles was zwischen dem Ankommen der Ware im Lager passiert, bis zur Bereitstellung der Ware.","1. Ware entnehmen
2. Ware prüfen
3. Ware einlagern 
3.a Ware pflegen und manipulieren
3.b Lagerbestände kontrollieren 
4. Kommissionsauftrag lesen
5. Artikel entnehmen 
6. Artikel bereitstellen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/02/2020 14:55:16,Aufträge kundenorientiert bearbeiten,,Verjährung,,,,,,,,,,,,,,,,,,,,,,,,Neubeginn der Verjährung,Artikel/Definition/Beispiel,,,Die Verjährungsfrist beginnt ab der Unterbrechung neu zu laufen.,"- Schuldanerkenntnis (Teilzahlung; Bitte und Gewährleistung einer Stundung 
  Zahlungszielverlängerung)
- Vornahme / Beantwortung gerichtlicher oder behördlicher Vollstreckungshandlung ",Hemmung der Verjährung ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/02/2020 14:55:19,Aufträge kundenorientiert bearbeiten,,Verjährung,,,,,,,,,,,,,,,,,,,,,,,,Hemmung der Verjährung ,Artikel/Definition/Beispiel,,Die Verjährungsfrist wird gestoppt und der Zeitraum der Hemmung wird am Ende der Verjährung hinzugerechnet.,"Des weiteren kommt es zu einer Hemmung, wenn der Gläubiger 6 Monate vor Ablauf der durch der durch höhere Gewalt an der Rechtsverfolgung gehindert wird.","- Verhandlung 
- Rechtsverfolgung (Klagen, Antrag auf Zustellung eines Mahnbescheids)
- Leistungsverweigerungsrecht 
- Höhere Gewalt (PC-Virus, Naturkatastrophe,...)",Neubeginn der Verjährung ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/02/2020 14:59:40,"Logistische Prozesse planen, steuern und kontrollieren",,,,,,,,,,,,Warenfluss und Warenwirtschaftssystem,,,,,,,,,,,,,,Lagerfunktionen,Artikel/Definition/Beispiel,,Die Funktionen des Lagers:,"1a. Zeitüberbrückung (Reifelagerung): Unreifes Obst reift beim Transport im Container
1b. Zeitüberbrückung (Pufferfunktion): Die Nachfrage unterliegt zeitlichen Schwankungen, zur Vermeidung von Lieferschwierigkeiten werden Mengen auf Vorrat gekauft.
2. Manipulation (Umformung): Das selbe Produkt wird in anderer Form verkauft, z.B. Käse in Scheiben statt als Block.
3. Sicherung (z.B. Streik, Lieferstörungen): Um Lieferengpässe zu vermeiden, wird ein festgelegter Mindestbestand im Lager gehalten.
4. Preisausgleich (Spekulation): Preise unterliegen häufig Schwankungen, wenn steigende Preise abzusehen sind, bietet es sich vorab an, größere Mengen einzukaufen
5. Optimale Lagerbestände: Abhängig von Lieferzeit, eiserner bestand, Mengen- & Zeitplanung
6. optimale Einrichtungstechnik: z.B. Hochregallager (je nach Sortiment)
7. optimale Kommissioniertechnik: Optimale Warenbewegungen (z.B. Optimaler Einsatz von Gabelstaplern/ Hubwagen etc.)",,"Lager, Mengen- & Zeitplanung",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/02/2020 15:25:38,"Logistische Prozesse planen, steuern und kontrollieren",,,,,,,,,,,,Kommissionierung,,,,,,,,,,,,,,Kommissionierung: Großhandel,Artikel/Definition/Beispiel,,Zusammenstellen von Teilmengen eines Artikels aus einer Gesamtmenge oder einem Sortiment aufgrund eines Kommissionierauftrages,"Kommissionierarten:
1. Zusteller- & Abholgroßhandel: Personal kommissioniert
2. Selbstbedienungsgroßhandel (Cash & Carry): Kunde kommissioniert (z.B. Metro)
3. Streckengroßhandel: Lieferant kommissioniert 
","Wenn man etwas online bestellt, muss das Personal kommissionieren und dafür sorgen, dass der richtige Inhalt aus dem Lager genommen wird und im richtigen Paket landet. (Zustell- & Abholgroßhandel)",Kommissionierung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/02/2020 15:36:33,"Logistische Prozesse planen, steuern und kontrollieren",,,,,,,,,,,,Kommissionierung,,,,,,,,,,,,,,Kommissionierarten: Seriell und Parallel,Artikel/Definition/Beispiel,,Kommissionierung = Zusammenstellen von Teilmengen eines Artikels aus einer Gesamtmenge oder einem Sortiment aufgrund eines Kommissionierauftrages,"Kommissionierarten: 
A) Serielle Kommissionierung
-> Kundenauftrag wird von einer Person abgearbeitet
Pro: Keine weitere Zusammenführung notwendig
Contra: Weite Wege, fehlende Spezialisierung, längere Suchzeiten
B) Parallele Kommissionierung
-> Kundenauftrag wird aufgeteilt und von mehreren Personen abgearbeitet
Pro: Wenige Fehler, gerne Weg-& Suchzeiten
Contra: Zusammenführung der Teilaufträge vor Auslieferung notwendig","Bei einem Onlinehändler geht eine Bestellung für  ein Hundespielzeug, eine Tasse und Kugelschreiber ein. 
Abläufe:
- Wenn der Onlinehandel serielle Kommissionierung betreibt:
Der verantwortliche Mitarbeiter muss nun das ganze Lager und alle Stationen durchlaufen um jeden Bestandteil der Bestellung ausfindig zu machen und zusammen verschicken können.
- wenn der Onlinehandel parallele Kommissionierung betreibt:
Bei jeder Station werden alle Artikel die bestellt wurden und aus dieser Station kommen entnommen. Die Kugelschreiber werden zusammen mit anderem Bürobedarf entnommen. Am Ende müssen die Aufträge jedoch wieder überprüft und zusammengeführt werden um die richtige Bestellung zu ihrem Empfänger zu bringen.",Kommissionierung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/02/2020 15:48:41,"Logistische Prozesse planen, steuern und kontrollieren",,,,,,,,,,,,Kommissionierung,,,,,,,,,,,,,,Kommissionierung: Statisch und Dynamisch,Artikel/Definition/Beispiel,,Kommissionierung = Zusammenstellen von Teilmengen eines Artikels aus einer Gesamtmenge oder einem Sortiment aufgrund eines Kommissionierauftrages,"I: Statisches Kommissionieren:
-> Person bewegt sich zur Ware
Vorteil: Günstig bei kurzen Wegen zum Regal (z.B. Eilaufträge)
II: Dynamisches Kommissionieren:
-> Ware bewegt sich zur Person
Vorteil: Geringe Wegzeiten/ keine Suchzeit, hohe Kommissionierleistung, Einsatz autom. Entnahmehilfen möglich, Ergonomie am Arbeitsplatz","Dynamisches Kommissionieren:
Frau Alt möchte etwas aus dem Lager entwenden. Sie gibt die genauen Daten ins System ein und bekommt die Ware dann automatisch per Fördersystem geliefert. Sie darf jedoch nur die vorgeschriebene Anzahl entwenden, da es sonst zu Fehlbeständen kommen kann.",Kommissionierung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/02/2020 15:55:51,"Logistische Prozesse planen, steuern und kontrollieren",,,,,,,,,,,,Warenfluss und Warenwirtschaftssystem,,,,,,,,,,,,,,Cross-Docking,Artikel/Definition/Beispiel,,"LKWs docken an der Wareneingansseite an und liefern, während die Ware im Cross-docking Zentrum schon bereits sortiert wird für die LKWs, die an der Warenausgangsseite bereits auf die bedarfsgerechte Auslieferung warten.","Vorteile:
- typische Einlagerungs- & Kommissionierprozesse entfallen
   -> fast keine keine Warenbestände/ Kapitalbindung
   -> geringe Lager- & Personalkosten
- hohes zusammengefasstes Transportvolumen 
   -> Transportkosten gering
   -> Für den Kunden (meist Einzelhandel) einmalige Entladung => Handlingvorteil
- sichere Just-in-time Belieferung
Nachteile:
- Voraussetzung für cross-docking ist eine enge informationstechnische Verknüpfung entlang der supply-chain, damit der Datenfluss über die gesamte Transportkette gewährleistet ist.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/02/2020 16:07:02,"Logistische Prozesse planen, steuern und kontrollieren",,,,,,,,,,,,Warenfluss und Warenwirtschaftssystem,,,,,,,,,,,,,,Warenwirtschaft,Artikel/Definition/Beispiel,,Erfassung aller Daten im Zusammenhang mit dem Warenfluss,"A) Offene Warenwirtschaft
- getrennte Erfassung und Auswertung der Daten in verschiedenen Bereichen des Unternehmens (läuft weitgehend manuell ab)
 -> kein lückenloser Datenaustausch zwischen den Abteilungen
     -> jede Abteilung hat ""ihre eigenen"" Daten
Probleme: Doppelerfassung, unübersichtlich, ungenau, zeitaufwendig, 
B) geschlossene Warenwirtschaft
- Datenerfassung dort, wo Daten zuerst anfallen
  -> Weitergabe an die Abteilungen via Netzwerk
      -> Daten müssen nur einmal erfasst werden
Vorteil: Gesamtbetrieb arbeitet mit den selben, laufend aktualisierten Daten",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/02/2020 16:16:37,"Logistische Prozesse planen, steuern und kontrollieren",,,,,,,,,,,,Warenfluss und Warenwirtschaftssystem,,,,,,,,,,,,,,Warenwirtschaftssystem,Artikel/Definition/Beispiel,,"Eine computergestützte, geschlossene Warenwirtschaft zur Abbildung der Warenprozesse, sowie der Erfassung aller warenbegleitenden Daten","Vorteile: 
- nur einmalige Datenerfassung
- aktuelle Daten über Artikel jederzeit für alle Abteilungen sichtbar 
- übersichtlicher Warenfluss (Kennzahlen, Schaubilder)
   -> Entlastung aller Unternehmensbereiche 
- bessere Entscheidungen durch vollständige Informationen 
- Untergliederung des WWS in einzelne Module möglich
   -> Datenaustausch durch Verbindung einzelner Module","Das Start-Up ""NeuHier"" möchte sich ein Warenwirtschaftssystem zulegen. Es soll ihnen einen Überblick über den Warenfluss, die Warenbeschaffung und über die Lagerwirtschaft bieten. 
Wenn sie genaue Vorstellungen und Erwartungen vor Augen haben, können sie die verschiedenen Angebote der Anbieter vergleichen und sich für das, für sie am besten geeignete entscheiden.",Warenwirtschaft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/02/2020 11:51:14,"Logistische Prozesse planen, steuern und kontrollieren",,,,,,,,,,,"Lagerhalter, Spediteur, Frachtführer",,,,,,,,,,,,,,,Rechtliche Stellung des Lagerhalters,Artikel/Definition/Beispiel,,"Lagerhalter ist, wer gewerbsmäßig die Einlagerung und Aufbewahrung von Gütern für andere übernimmt (HGB §467).
Lagerhalter können private Unternehmer (Lagerhausgesellschaften, Spediteure) oder öffentliche Lagerhäuser sein","Rechte des Lagerhalters:
1. Mitteilung: bei Einlagerung von gefährlichem Gut muss der Einlagerer dem Lagerhalter rechtzeitig Bescheid geben und soweit erforderlich, das Gut verpacken und Kennzeichen.
2. Vergütung- und Aufwendungsersatz: Der Lagerhalter hat Anspruch auf die vereinbarte Vergütung, sowie für das Gut erforderliche Aufwendungen
3. Gesetzliches Pfandrecht: Der Lagerhalter hat zur Sicherung seiner Ansprüche Pfandrecht an dem Gut solange er es im Besitz hat.
4. Kündigung: Der Lagerhalter kann nach Ablauf der vereinbarten Lagerzeiz durch Kündigung mit einer Kündigungsfrist von 1 Monat die Rücknahme des Guts verlangen 
5. Notverkauf, Selbsthilfeverkauf: 
   1. Der Lagerhalter kann einen Notverkauf durchführen, wenn das Gut zu verderben droht und keinen Zeit mehr bleibt die Verfügung des Einlagerers einzuhalten.
   2. Der Lagerhelfer kann nach Ablauf der vereinbarten Lagerzeit und Verweigerung der Rücknahme des Einlagerers die Ware mit vorheriger Anordnung öffentlich versteigern lassen.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/02/2020 11:58:05,"Logistische Prozesse planen, steuern und kontrollieren",,,,,,,,,,,"Lagerhalter, Spediteur, Frachtführer",,,,,,,,,,,,,,,Pflichten des Lagerhalters,Artikel/Definition/Beispiel,,"Lagerhalter ist, wer gewerbsmäßig die Einlagerung und Aufbewahrung von Gütern für andere übernimmt (HGB §467).
Lagerhalter können private Unternehmer (Lagerhausgesellschaften, Spediteure) oder öffentliche Lagerhäuser sein","Zu den Pflichten des Lagerhalters gehören:
- Lagerung: Der Lagerhalter ist durch den Lagervertrag dazu verpflichtet das Gut zu lagern und aufzubewahren
- Sorgfalt: Der Lagerhalter muss die Ware sorgfältig behandeln & darf sie nicht beschädigen 
- Haftung: Der Lagerhalter ist für Verlust und Beschädigung des bei ihm eingelagerten Gutes verantwortlich
- Versicherung: Der Lagerhalter muss die Ware auf Wunsch des Kunden versichern
- Benachrichtigung: 1. Benachrichtigung bei Empfang der Ware, sofern Schaden 
                                   2. Bei eintretenden Veränderungen der Lagerguts, die eine Entwertung befürchten lassen, muss der Lagerhalter den Einlagerer umgehend informieren, ansonsten ist er für den Schaden verantwortlich
- Besichtigung: Der Lagerhalter muss dem Einlagere während der Geschäftszeiten die Besichtigung, Entnahme von Proben, sowie die zur Erhaltung des Guts notwendigen Maßnahmen gestatten.
- Quittierung und Herausgabe: Der Lagerhalter muss dem Einlagerer den Empfang der Ware durch die Ausstellung eines Lagerscheins quittieren. Er darf das Gut nur gegen den Schein bzw. nur an die im Lagerschein benannte Person herausgeben.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/02/2020 12:10:04,"Logistische Prozesse planen, steuern und kontrollieren",,,,,,,,,,,Warenbegleit- und Warenwertpapiere,,,,,,,,,,,,,,,Rechtliche - und wirtschaftliche Stellung des Lagerscheins,Artikel/Definition/Beispiel,,"Der Lagerschein ist ein Warenwertpapier, das die allgemeine Verfügbarkeit über die Ware gestattet. Der Einlagerer kann die Ware durch Übergabe des Lagerscheins verkaufen (rechtliche Stellung), ohne dass die Ware bewegt werden muss (wirtschaftliche Stellung).","Namenslagerschein: Ist durch eine Abtretungserklärung des Einlagerers übertragbar (Zession)
Inhaberlagerschein: Jeder, der den Lagerschein besitzt, ist automatisch Eigentümer der Ware.
Lagerscheine können an ""Order"" ausgestellt werden & sind somit sog. Dispositionspapiere. Solche Orderlagerscheine sind nur durch Indossament übertragbar. Nur jener, welcher durch Orderklausel oder lückenlose Indossamentkette berechtigt ist, bekommt die War ausgeliefert.","Marie will Ware für ihre Firma aus dem Lager nehmen.
Wenn sie ...
- Einen Namenslagerschein besitzt, muss sie selbst hin gehen, da ihr Name als Empfänger auf dem Schein steht.
- einen Inhaberlagerschein besitzt, kann sie ihre Assistentin Carla zum abholen schicken, da der Inhaber des Scheins automatisch berechtigt ist die Ware zu entnehmen.
- einen Orderlagerschein besitzt, kann sie entweder selber hingehen, oder den Orderlagerschein durch ein Indossament auf Carla übertragen.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/02/2020 12:12:55,"Logistische Prozesse planen, steuern und kontrollieren",,,,,,,,,,,Warenbegleit- und Warenwertpapiere,,,,,,,,,,,,,,,Inhalte eines Lagerscheins,Artikel/Definition/Beispiel,,"Der Lagerschein ist ein Warenwertpapier, das die allgemeine Verfügbarkeit über die Ware gestattet. Der Einlagerer kann die Ware durch Übergabe des Lagerscheins verkaufen (rechtliche Stellung), ohne dass die Ware bewegt werden muss (wirtschaftliche Stellung).","Inhalte eines Lagerscheins:
- Ort und Tag der Ausstellung und Einlagerung
- name und Anschrift des Ausstellers & Lagerhalters
- Bezeichnung des eingelagerten Gutes & der Verpackung, bei gefährlichen Gütern mit Gefahrgutkennzeichnung
- Anzahl und Nummern der Packstücke
- Rohgewicht oder anders angegebene Menge des Gutes
- Im Falle einer Sammellagerung einen Vermerk darüber",,Lagerschein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/02/2020 12:15:55,Aufträge kundenorientiert bearbeiten,,Verjährung,,,,,,,,,,,,,,,,,,,,,,,,Hemmung der Verjährung ,Artikel/Definition/Beispiel,,Die Verjährungsfrist wird gestoppt und der Zeitraum der Hemmung wird am Ende der Verjährung hinzugerechnet.,"Es kommt des weiteren zu einer Hemmung, wenn der Gläubiger 6 Monate vor Ablauf der durch höhere Gewalt an der Rechtsverfolgung gehindert wird. ","- Verhandlungen 
- Rechtsverfolgung (z.B. Klage, Antrag auf Zustellung eines Mahnbescheids)
- Leistungsverweigerungsrecht 
- Höhere Gewalt (PC-Virus, Naturkatastrophe) ",Neubeginn der Verjährung ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/02/2020 12:19:38,"Logistische Prozesse planen, steuern und kontrollieren",,,,,,,,,,,Warenbegleit- und Warenwertpapiere,,,,,,,,,,,,,,,Konnossement (=Warenwertpapiere),Artikel/Definition/Beispiel,,"Das Konnossement (Warenwertpapier) wird vom Reeder an den Exporteur ausgestellt und hat 3 Funktionen (Beweis, Verpflichtung, Anspruch)","1. Beweis, dass die Ware dem Reeder übergeben wurde
2. Verpflichtung des Reeders für den Transport der Ware
3. Anspruch auf Herausgabe der Ware durch legitimierten Empfänger
!Order Klausel! :
Nur der rechtmäßig legitimierte Inhaber des Konnossements hat Anspruch auf die Herausgabe der Ware, es sei denn im Konnossement ist die ""Order Klausel"" angegeben. Dadurch können die Rechte der Ware durch Indossament übertragen werden.","Marie möchte Ware aus dem Lager entnehmen. Da sie geschäftlich jedoch zur Zeit viel zu tun hat bittet sie ihre Assistentin Carla. Damit Carla die Ware abholen darf, müssen ihr durch Indossament mit Hilfe der Order Klausel die Rechte übertragen werden.","Konnossementarten, Lagerschein",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/02/2020 12:22:14,Aufträge kundenorientiert bearbeiten,,Nicht-rechtzeitige Vertragserfüllung,,,,,,,,,,,,,,,,,,,,,,,,Nicht-Rechtzeitige-Lieferung ,Artikel/Definition/Beispiel,,"Eine Nicht-Rechtzeitige-Lieferung entsteht, wenn der Verkäufer dem Käufer die Ware nicht rechtzeitig Liefert.","Abstrakt:
-> Schaden umfasst den entgangen Gewinn

Konkret:
-> Schaden eindeutig berechenbar (z.B. Deckungskauf)","K vereinbart mit einem Kaufvertrag über 10 PC's. Ein Liefertermin wurde nicht vereinbart. Da V mit einem anderen K einen höheren Preis ausgehandelt hat, weigert sich V zu liefern.

-> Kann K seine erlittene Gewinneinbuße von V ersetzt verlangen? (3-Schritt-Methode)

1. Welche Rechte?
   Schadensersatz statt Leistung

2. Vorraussetzung 
   - Fälligkeit (ist gegeben, da kein Liefertermin vereinbart wurde = sofort)
   - Verschulden des V (ist gegeben)
   - Angemessene Nachfrist (entbehrlich, da V Lieferung verweigert)

3. Antwort: 
   K kann von V Schadensersatz statt Lieferung verlangen, da Fälligkeit und Verschulden des 
   V eindeutig vorliegen (er will PC's teurer an jemand anderen Verkaufen). Eine 
   angemessene Nachfrist ist hier nicht möglich, da V die Lieferung verweigert .",Nicht-Rechtzeitige-Lieferung ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
