Timestamp,Teilbereich der Ausbildung,Unterbereich der Kategorie,Unterbereich der Kategorie,Unterbereich der Kategorie,Unterbereich der Kategorie,Unterbereich der Kategorie,Unterbereich der Kategorie,Unterbereich der Kategorie,Unterbereich der Kategorie,Unterbereich der Kategorie,Unterbereich der Kategorie,Unterbereich der Kategorie,Unterbereich der Kategorie,Unterbereich der Kategorie,Unterbereich der Kategorie,Fachbereich,Fachbegriff,Inhalt,Fachbegriff,Definition,Erläuterung,Praxisbeispiel,Verwandte Themen,Kommentar/Bemerkung,Skizze,Lernfrage,Antwortmöglichkeit 1 (bitte hier immer die richtige Antwort),Begründung 1,Antwortmöglichkeit 2,Begründung 2,Antwortmöglichkeit 3,Begründung 3,Antwortmöglichkeit 4,Begründung 4,Antwortmöglichkeit 5,Begründung 5,Lernfrage,Skizze,Antwort 1,Antwort 2,Antwort 3,Antwort 4,Antwort 5,Antwort 6,Antwort 7,Antwort 8,Begründung,Beispielrechnung,Skizze,Antwortmöglichkeit 1 (bitte hier immer die richtige Lösung),Begründung 1,Antwortmöglichkeit 2,Begründung 2,Antwortmöglichkeit 3,Begründung 3,Antwortmöglichkeit 4,Begründung 4,Antwortmöglichkeit 5,Begründung 5,Lernfrage,Skizze,Antwortmöglichkeit 1 (bitte richtige Wahl),Begründung 1,Antwortmöglichkeit 2 (bitte richtige Wahl),Begründung 2,"Antwortmöglichkeit 3 (falls richtig, am Anfang der Antwort mit ""R:"" beginnen)",Begründung 3,Antwortmöglichkeit 4,Begründung 4,Antwortmöglichkeit 5,Begründung 5,Skizze,Auswahl 1,Zugehörig zu Auswahl 1,Auswahl 2,Zugehörig zu Auswahl 2,Auswahl 3,Zugehörig zu Auswahl 3,Auswahl 4,Zugehörig zu Auswahl 4,Auswahl 5,Zugehörig zu Auswahl 5,Begründung,Skizze,Frage,"Antwort (Soll); bitte bei mehreren Soll, mit einem ; trennen","Antwort (Haben) bitte bei mehreren Haben, mit einem ; trennen",Begründung,Skizze (Leere Tabelle),Fragestellung,Lösung (ergänzte Tabelle),Begründung,Kommentar
26/02/2020 15:15:49,Ein Projekt planen und durchführen,,,,,,,,,,,,,Projektmanagement,,,Goldenes Dreieck des Projektmanagements,Mehrfachantwortaufgabe,Goldenes Dreieck des Projektmanagements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Welche drei Teile deckt das goldene Dreieck des Projektmanagementsab?,,Sachziel,Das Sachziel ist eins der drei Bereiche im goldenen Dreieck und beschäftigt sich mit der Frage: Was soll geplant und erreicht werden?,Kostenziel,Das Kostenziel ist eins der drei Bereiche im goldenen Dreieck und beschäftigt sich mit der Frage: Budget für das Proejkt?,R: Terminziel,"Ein weiterer Bereich im  goldenen Dreieck und beschäftigt sind Terminziele. Hierbei werden Antworten auf die Frage ""Frist des Projekts?"" gesucht.  ",Personenziel,Personenziele sind kein Bereich des goldenen Dreiecks und somit auch kein Ziel im Projektmanagement.,Risikoziel,Risikoziele sind kein Bereich des goldenen Dreiecks und somit auch kein Ziel im Projektmanagement.,,,,,,,,,,,,,,,,,,,,,,
26/02/2020 15:32:48,Ein Projekt planen und durchführen,,,,,,,,,,,,,Projektmanagement,,,Goldenes Dreieck des Projektmanagements,Mehrfachwahlaufgabe (Multiple Choice),Goldenes Dreieck des Projektmanagements,,,,,,,Warum wird das goldene Dreieck des Projektmanagements als Dreieck bezeichnet?,"Es wird vom sogenannten ""Dreieck"" gesprochen, da teils konkurrierende Beziehungen bestehen und es schwierig ist, alle Ziele gleichermaßen zu erreichen.","Im ""Goldenen Dreieck des Projektmanagements"" werden drei Zielgrößen gegenüber gestellt, die sich alle gegenseitig beeinflussen. Die drei Projektziele sind:
Sachziel: Was soll geplant und erreicht werden?
Kostenziel: Budget für das Projekt?
Terminziel: Frist des Projekts?","Es wird vom sogenannten ""Dreieck"" gesprochen, da im Projektmanagement nur drei Bereiche wichtig sind. ","Im ""Goldenen Dreieck des Projektmanagements"" werden drei Zielgrößen gegenüber gestellt, die sich alle gegenseitig beeinflussen. Das bedeutet allerdings nicht, dass nur diese drei Felder relevant sind im Projektmanagement. Es gibt noch viele weitere Bereiche, die im Projektmanagement beachtet werden müssen. ","Es wird vom sogenannten ""Dreieck"" gesprochen, da die Projektziele keine Spannungsfelder erzeugen und alle gleichwertig sind.","Im ""Goldenen Dreieck des Projektmanagements"" werden drei Zielgrößen gegenüber gestellt, die sich alle gegenseitig beeinflussen. Deshalb können folgende Spannungsfelder auftreten: Kosten versus Zeit, Zeit versus Qualität und Qualität versus Kosten. ","Es wird vom sogenannten ""Dreieck"" gesprochen, da die Projektziele komplett erfüllt werden können.","Das goldene Dreieck heißt nicht Dreieck, weil alle Ziele gleichwertig erfüllt werden können. Im Gegenteil, die Definition besagt: Im ""Goldenen Dreieck des Projektmanagements"" werden drei Zielgrößen gegenüber gestellt, die sich alle gegenseitig beeinflussen. Es ist sehr schwer alle drei Zeile im goldenen Dreieck des Projektmanagements komplett zu erreichen. Deshalb ist es wichtig den Fokus vorher zu bestimmen. Welches Ziel ist am wichtigsten: Kosten, Qualität oder Zeit? ","Es wird vom sogenannten ""Dreieck"" gesprochen, da gleiche Beziehungen bestehen und es sehr einfach ist, alle Ziele gleichermaßen zu erreichen.","Das goldene Dreieck heißt nicht Dreieck, weil alle Ziele gleichwertig erfüllt werden können. Im Gegenteil, die Definition besagt: Im ""Goldenen Dreieck des Projektmanagements"" werden drei Zielgrößen gegenüber gestellt, die sich alle gegenseitig beeinflussen. Es ist sehr schwer alle drei Zeile im goldenen Dreieck des Projektmanagements komplett zu erreichen. Deshalb ist es wichtig den Fokus vorher zu bestimmen. Welches Ziel ist am wichtigsten: Kosten, Qualität oder Zeit? ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/02/2020 23:30:35,Sachgüter und Dienstleistungen beschaffen und Verträge schließen,,,,Verjährung,,,,,,,,,,,,Verjährung,Artikel/Definition/Beispiel,Verjährung,"Verjährung bedeutet, dass nach Ablauf einer gesetzlich festgelegten Frist der Gläubiger den Anspruch verliert gerichtlich dagegen vorzugehen obwohl der Anspruch weiterhin besteht. Der Schuldner kann also die Einrede der Verjährung geltend machen.","3 Jahre sind die Regelverjährung, wenn keine anderen Vereinbarungen getroffen wurden.

Hemmung der Verjährung: Die Verjährung wird für einen bestimmten Zeitpunkt ausgesetzt, dieser Zeitraum wird an das ursprüngliche Ende angehängt.
Gründe für die Hemmung: 
- Verhandlungen über den Anspruch
- höhere Gewalt
- Leistungsverweigerungsrecht
- Rechtsverfolgung

Neubeginn der Verjährung: Die Verjährungsfrist beginnt ab der Unterbrechung neu zu laufen.
Mögliche Gründe:
- Schuldanerkenntnis: Bitte um Stundung, Teilzahlung
- Gerichtliches Urteil auf Grund eines Vollstreckungsbescheids
--->Ende Verjährung nach 30 Jahren",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/02/2020 23:36:11,Aufträge bearbeiten,,,Rechnung,,,,,,,,,,,,,Rechnung,Artikel/Definition/Beispiel,Rechnung,"Was muss eine vollständige Rechnung enthalten?

- Vollständiger Name und Anschrift des leistenden Unternehmers und des Leistungsempfängers
- Steuernummer oder Umsatzsteueridentifikationsnummer
- Ausstellungsdatum der Rechnung
- Fortlaufende Rechnungsnummer
- Menge und handelsübliche Bezeichnung der gelieferten Gegenstände oder die Art und den Umfang der sonstigen Leistung
- Zeitpunkt der Lieferung bzw. Leistung
- Nach Steuersätzen und -befreiungen aufgeschlüsseltes Entgelt
- Im Voraus vereinbarte Minderungen des Entgelts
- Entgelt und hierauf entfallender Steuerbetrag sowie Hinweis auf Steuerbefreiung
- Ggf. Hinweis auf Steuerschuld des Leistungsempfängers
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/02/2020 15:10:09,Gesprächssituationen gestalten,,,,,,,Kommunikation,,,,,,,,,Kommunikation,Artikel/Definition/Beispiel,Kommunikation,"Kommunikation bedeutet, der Austausch von Informationen auf verschiedene Arten. Kommunikationsvorgänge sind komplex und können auch unbewusst ablaufen. 
Für Gesprächssituationen gibt es zwei verschiedene Kommunikationsmodelle, die Kommunikationsstörungen vorbeugen können und diese erklären.","- die vier Seiten einer Nachricht: von Friedemann Schulz von Thun
- Sender - Empfänger Modell: von Stuart Hall",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/02/2020 15:23:18,Gesprächssituationen gestalten,,,,,,,Kommunikation,,,,,,,,,Kommunikationsmodelle,Artikel/Definition/Beispiel,Vier Seiten einer Nachricht ,"Das Kommunikationsmodell von Friedemann Schulz von Thun basiert auf vier Ebenen des Senders. 
Dabei gibt es in der Kommunikation je vier Teilaspekte, die betrachtet werden:
- Sachebene: worüber ich informiere
- Selbstkundgabe: was ich von mir zu erkennen gebe
- Beziehungsebene: was ich von jemand anderen halte und wie ich zu diesem stehe
- Appellseite: was ich bei jemand anderem erreichen möchte

Neben den vier Ebenen des Senders formuliert Schulz von Thun auch das 4-Ohrenprinzip des Empfängers. Dieses Prinzip beschreibt in einem kommunikativen Prozess den Tatbestand. 
Der Sender sendet auf einer der oben genannten Ebenen, der Empfänger hört die gesendete Botschaft auf einer dieser Ebenen und versteht oder interpretiert diese mit: 
- Sach-Ohr
- Appell-Ohr
- Beziehungs-Ohr
- Selbstkundgabe-Ohr.","Das Kommunikationsmodell verdeutlicht, welche Störfaktoren sich alle ergeben können innerhalb eins Gespräches. Denn Sender und Empfänger sind nicht immer auf der gleichen Ebene.
Dieses Modell hilft bei einem Kommunikationskonflikt. Sowohl auf der Seite des Senders als auch auf der Seite das Empfängers kann analysiert und überprüft werden auf welcher Ebene das Gegenüber gerade kommuniziert.","Der Ehemann sagt: „Der Müll muss rausgebracht werden.“ (Sachinhalt: mich stört das der Mülleimer voll ist)
Die Ehefrau versteht: Bring jetzt sofort den Müll raus! (Appell: was ich bei jemandem erreichen möchte)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kommunikation 
27/02/2020 15:29:18,Gesprächssituationen gestalten,,,,,,,Kommunikation,,,,,,,,,"
Kommunikationsmodelle",Artikel/Definition/Beispiel,Sender- Empfänger Modell,"Sender-Empfänger Modell von Stuart Hall definiert Kommunikation als Übertragung einer Nachricht von einem Sender A zu einem Empfänger B. Damit eine Nachricht richtig verstanden werden kann, müssen Sender und Empfänger die gleiche Codierung oder Decodierung verwenden. Wenn sie dies nicht tun, weil sie beispielsweise unter einem Begriff jeweils etwas anderes verstehen, kommt es zu einer Kommunikationsstörung.

Die sieben Schritte der Kommunikation des Sender Empfänger Modells:

1. Kommunikationspartner A hat eine Absicht
2. Er übersetzt sie in Worte
3. Er sendet sie, er spricht sie aus
4. Die Nachricht wird übermittelt
5. Kommunikationspartner B empfängt die Nachricht, er hört sie
6. Er übersetzt sie
7. Er interpretiert die Bedeutung

Hat B die Absicht von A interpretiert, leitet er mit seiner Antwort einen neuen Vorgang der Kommunikation ein, nur in umgekehrter Richtung. Er zeigt A seine Reaktion, ob er dessen erste Nachricht verstanden hat.Aber wichtiger als die Absicht, von Sender A ist die Wirkung, die seine Worte bei Empfänger B erzielen.","Beide sind daran beteiligt, dass eine klare und deutliche Kommunikation gelingt. Aufgabe des Senders A ist es, sich möglichst klar und unmissverständlich ausdrücken, die des Empfängers B ist es, gut zuzuhören und solange nachzufragen, bis er die Botschaft im Sinne von A verstanden hat.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
Kommunikation"
27/02/2020 15:33:25,Gesprächssituationen gestalten,,,,,,,Fragetechniken,,,,,,,,,Fragetechniken ,Artikel/Definition/Beispiel,Offene Frage,"Offene Fragen sind Fragen, die der Fragende einsetzt, um genauere Informationen zu erhalten. Die Werkzeuge der Offenen Frage sind alle Fragepronomen wie etwa „Was“, „Wer“, „Wann“, „Wie“ oder „Warum“","Vorteil:
-Offene Fragen eröffnen dem Befragten die Möglichkeit inhaltlich auszuholen und fordern ihn zum Erzählen auf. Der Gesprächspartner hat hier einen weiten Spielraum und kann seinen Standpunkt verteidigen, eine ausführliche Kritik üben oder einen Sachverhalt schildern.

Nachteil:
-Durch die Aufforderung des Erzählers kann der zeitliche Gesprächsrahmen erheblich ausgedehnt werden.","- „Was sagen Sie zu der neuen Arbeitsanweisung?“
- „Wo gehen wir morgen frühstücken“
- „Wie hat dir der Film gefallen?“",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/02/2020 15:39:57,Gesprächssituationen gestalten,,,,,,,Fragetechniken,,,,,,,,,Fragetechniken ,Artikel/Definition/Beispiel,Geschlossene Frage,"Geschlossene Fragen sind Fragen, auf die der Gesprächspartner regelmäßig mit „Ja“ oder „Nein“ antworten kann. Sie erfordern eine kurze Antwort und schnelle Entscheidung des Befragten. Sie sind angebracht, wenn es auf ein klares, sofortiges Ergebnis ankommt.","Vorteil:
- Geschlossene Fragen werden gestellt, wenn man vom Gesprächspartner etwas auf den Punkt gebracht haben will. Sie sind geeignet, herauszufinden, ob etwas tatsächlich geschehen ist.

Nachteil:
- Sie vermeiden eine tief gehende Erörterung der Frage. Der Fragende muss, um den Befragten weitere Informationen zu entlocken, immer wieder von neu anfangen zu fragen. Dies kann den Gesprächsverlauf verlangsamen.","- „Möchtest du ein Eis?""
- „Gefällt dir der Film?""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/02/2020 15:43:27,Gesprächssituationen gestalten,,,,,,,Fragetechniken,,,,,,,,,Fragetechniken ,Artikel/Definition/Beispiel,Alternativ Frage,"Bei dieser Frage Art sind die Alternativen der Antworten bereits vorgegeben. Alternativfragen lassen dem Gesprächspartner die Wahl, zwischen zwei Antwortmöglichkeiten zu wählen.","Vorteil:
- Der Gesprächspartner muss sich innerhalb der aufgezeigten Möglichkeiten entscheiden. Gleichzeitig bezwecken solche Fragen, dem Befragten eine erste Orientierung zu geben.

Nachteil:
- Man erhält weniger Informationen. Kunde könnte sich in seinen Wahlmöglichkeiten eingeschränkt fühlen.","- „Soll ich dich um 18 Uhr oder um 19 Uhr abholen?“
- „Möchtest du deinen Kaffee mit Milch oder mit Sahne trinken?“",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/02/2020 15:49:07,Gesprächssituationen gestalten,,,,,,,Fragetechniken,,,,,,,,,Fragetechniken ,Artikel/Definition/Beispiel,Kontrollfrage,"Mit einer Kontrollfrage kann man im Gespräch überprüfen, ob der Gesprächspartner inhaltlich mit einem übereinstimmt. So schließt man aus, dass abweichende oder falsche Antworten gegeben werden.","Vorteil:
-Diese Fragetechnik ist sehr wichtig. Je früher sich herausstellt, dass eine Sache noch nicht abschließend geklärt ist, umso besser. Ansonsten würden die Ergebnisse nur unbefriedigend sein.

Nachteil:
- Werden zu viele Kontrollfragen gestellt, dann könnte der Gesprächspartner die Vermutung äußern, dass man nichtaktiv zuhört. Der Gesprächspartner fühlt sich missverstanden und nicht wertgeschätzt. Es entsteht ein Verhöreindruck.","- „Ich habe Sie doch richtig verstanden, Sie wollen Ende des Monats Ihren Urlaub nehmen?“
- „Sind hierzu noch Fragen offen?“
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/02/2020 19:37:07,Gesprächssituationen gestalten,,,,,,,Konfliktgepräch,,,,,,,,,Konfliktgespräch,Artikel/Definition/Beispiel,Konfliktgespräch,"In einem Konfliktgespräch geht es um einen Konflikt zwischen zwei Parteien. Ein Konflikt ist eine Interaktion, bei der es Unvereinbarkeiten gibt, die als emotionale Beeinträchtigung erlebt wird.","Zunächst sollten die Konfliktursachen geklärt werden, dann die Konfliktparteien benannt werden und zum Schluss Maßnahmen zur Konfliktlösung getroffen werden.

Konfliktursachen:
Das Eisbergmodell von Sigmund Freud, stellt oberhalb der Wasserfläche das Bewusstsein, alles Sichtbare, also das Verhalten, Worte Taten und Körpersprache dar.
Unter der Wasseroberfläche befinden sich Motive, Erfahrungen, Emotionen, Bedürfnisse, Normen. Sie sind der eigentliche Handlungsantrieb für das Geschehen über der Wasseroberfläche, bleiben aber unsichtbar, unbewusst. Sie sind daher schwer zugänglich und können häufig zunächst nur über Körpersprache, Stimmlage und Mimik gezeigt werden.

- Hierarchiekonflikte
- Verteilungskonflikte
- Kooperations- und Kommunikationskonflikte
- persönliche und soziale Konflikte
-Wertekonflikte 

Konfliktprävention:
- gemeinsam Regeln formulieren und einhalten
- auf Kompromisse eingehen 
- potentielle Konfliktursachen minimieren

Konfliktgespräch führen:
1. eigene Sichtweise schildern und den Konflikt offen ansprechen mit der Ich- Botschaft.
2. eigene Auswirkungen und Konsequenzen beschreiben.
3. Sichtweise des anderen erfragen und diese akzeptieren.
4. gemeinsame Ziele und Kompromisse formulieren.
5. Kriterien festlegen woran eine Verbesserung gemessen werden kann.
6. Schlussfolgerungen ziehen, welche Hindernisse könnte es geben?
7. Konkrete Vereinbarung treffen.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/02/2020 20:47:41,Werteströme erfassen und beurteilen,,,,,,Bilanzkennziffern,,,,,,,,,,Bilanzkennziffern,Artikel/Definition/Beispiel,Bilanzkennziffern,Bilanzkennziffern sind Kennzahlen und können aus der Bilanz eines Unternehmens berechnet werden.,"1. Eigenkapitalquote: Eigenkapital*100/ Bilanzsumme
2. Fremdkapitalquote: Fremdkapital* 100/ Bilanzsumme
3. Anlagevermögenquote: Anlagevermögen *100/ Bilanzsumme
4. Umlaufvermögenquote:  Umlaufvermögen * / Bilanzsumme
5. Anlagendeckungsgrad I: Eigenkapital * 100 / Anlagevermögen
6. Anlagendeckungsgrad II: (Eigenkapital * langfristiges Fremdkapital * 100/ Anlagevermögen
- soll mindestens 100 % betragen, aber auch nicht zu weit über 100 %
7. Liquidität 1. Grades: flüssige Mittel (Bank, Kasse) * 100 / kurzfristige Verbindlichkeiten
8. Liquidität 2. Grades: flüssige Mittel + kurzfristige Forderungen *100 / kurzfristige Verbindlichkeiten
- soll ca. 100 % betragen
9. Liquidität 3. Grades: Umlaufvermögen * 100 / kurzfristige Verbindlichkeiten
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/02/2020 10:18:47,Die eigene Rolle im Betrieb mitgestalten und den Betrieb präsentieren,Wirtschaftskreislauf,,,,,,,,,,,,,,,Wirtschaftskreislauf,Artikel/Definition/Beispiel,Wirtschaftskreislauf,"Der Wirtschaftskreislauf ist ein Modell, welches die Verbindungen zwischen den Wirtschaftssubjekten Saat, privaten Haushalten, Unternehmen und Kreditinstitutionen dar stellt. Alle Ströme werden als Geld- und Güterströme dargestellt. ","Staat:
Der Saat gibt staatliche Aufträge den Unternehmen und in Krisenzeiten erhalten diese Subventionen vom Staat. Den Kreditinstitutionen zahlt der Staat Zinsen, den Haushalten Sozialleistungen und Einkommen an Beamte. 

Kreditinstitute:
Die Kreditinstitute verwalten die Gelder von Haushalten und Unternehmen und vergeben an den Staat Kredite und an Unternehmen Investitionen. die Haushalte erhalten von den Banken Zinsen für die Spareinlagen und Kredite.

Unternehmen:
Die Unternehmen zahlen Steuern und Abgaben an den Staat. An die Haushalte zahlen diese Einkommen und verkaufen Konsumgüter. An die Kreditinstitute werden Zinsen für die Investitionen gezahlt. Bei den Zahlungsströmen von Unternehmen wird per Saldo davon ausgegangen, dass mehr Kredite aufgenommen als Ersparnisse eingelegt werden.

private Haushalte:
Die privaten Haushalte zahlen dem Staat Steuern und Gebühren und geben dem Saat Arbeit. Den Unternehmen geben den privaten Haushalten Arbeit und zahlen für die Konsumgüter Konsumzahlungen. Den Kreditinstitutionen geben den Haushalten ihre Spareinlagen.
Bei den Zahlungsströmen zwischen privaten Haushalten und den Kreditinstitutionen wird davon ausgegangen, dass von den Unternehmen per Saldo mehr sparen als Kredite aufnehmen.

Ausland:
Bei dem erweiterten Wirtschaftskreislauf kommt noch der Export von Unternehmen ins Ausland und der Import vom Ausland in die Unternehmen dazu. Die Unternehmen geben Importzahlung ans Ausland und das Ausland gibt Exportzahlungen an die Unternehmen.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/02/2020 10:28:33,Die eigene Rolle im Betrieb mitgestalten und den Betrieb präsentieren,Sonstiges,,,,,,,,,,,,,,,Ökonomisches Prinzip,Artikel/Definition/Beispiel,Ökonomisches Prinzip,"Die Knappheit von Gütern zwingt uns zum wirtschaftlichen Handeln, welches das ökonomische Prinzip ermöglicht.","Maximalprinzip:
Mit den gegebenen Mittel ist der größtmögliche Erfolg zu erzielen. 


Minimalprinzip:
Ein geplanter Erfolg ist mit dem geringst möglichen Mitteleinsatz zu erzielen.
","Maximalprinzip:
z. B. mit einem vollen Tank sollen so viele Kilometer wie möglich gefahren werden.

Minimalprinzip:
z. B. Für die Strecke München – Berlin soll so wenig Sprit wie möglich verbraucht werden.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/02/2020 11:07:57,Sachgüter und Dienstleistungen beschaffen und Verträge schließen,,,,Sonstiges,,,,,,,,,,,,Zustandekommen eines Kaufvertrags,Artikel/Definition/Beispiel,Zustandekommen eines Kaufvertrags,"Der Kaufvertrag kommt durch 2 übereinstimmende Willenserklärungen zustande. Ein Eine zeitliche Willenserklärung, der Antrag und zwei zeitliche Willenserklärungen, die gegenseitige Annahme.

Rechtlich nicht verbindlich vor Abschluss des Kaufvertrags sind die Anfrage, Schaufensterauslagen, Werbeprospekte. 

Nach Abschluss des Kaufvertrags muss zusätzlich die Bezahlung und die Lieferung erfolgen.","Bindung an den Antrag:
Der Antrag ist grundsätzlich verbindlich.
Die Bindung an den Antrag ist an eine bestimmte Person gerichtet und kann mit ""ja"" angenommen werden. Schaufensterauslagen sind an die Allgemeinheit gerichtet und daher keine Anträge, sondern Anpreisungen

Bindung an den Antrag erlischt:
- Wenn der Antragende die Bindung durch Freizeichnungsklauseln (zurzeit nicht auf Lager oder solange der Vorrat reicht) eingeschränkt z. B. ohne Gewähr, ohne Obligo, unverbindlich oder Preisänderungen vorbehalten.
- Wenn der Antragende seinen Antrag rechtzeitig widerruft. Der Wiederruf muss dabei spätestens gleichzeitig mit dem Antrag beim Empfänger eingehen
- wenn der Empfänger den Antrag zu spät annimmt.

--> unter Abwesenden: Per Post, muss der Antragende 1 Woche auf die Antwort warten (2 Tage Postweg hin, 1 Tag überlegen, 2 Tage Postweg zurück, 2 Tage Wochenende). Per Fax oder Mail muss der Antragende 1 Arbeitstag auf die Antwort warten.

--> unter Anwesenden: Telefonisch muss der Antragende die Antwort während des Gesprächs mitgeteilt bekommen. Nach Beendigung des Telefonats ist er nicht mehr an den Antrag gebunden, die Verspätete Annahme gilt als neuer Antrag. 
Wenn der Empfänger den Antrag geändert annimmt, gilt die Änderung als Ablehnung verbunden mit einem neuen Antrag.",,"Willenserklärungen, Auftragsbearbeitung",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sachgüter und Dienstleitungen beschaffen und Verträge schließen
28/02/2020 12:22:28,Aufträge bearbeiten,,,Auftragsbearbeitung,,,,,,,,,,,,,Auftragsbearbeitung,Artikel/Definition/Beispiel,Auftragsbearbeitung,"1. Anfrage
2. Angebot/Antrag
3. Prüfung der Bonität
4. Bestellung
5. Auftragsbestätigung
6. Lieferschein 
7. Ausgangsrechnung
8. Überweisung
","1. Anfrage:
Die Anfrage eines Kunden ist rechtlich unverbindlich und enthält die Bitte um Informationen über Waren, Produkte, Leistungen, Preise, Preislisten und Lieferbedingungen. Es gibt eine unbestimmte Anfrage, diese enthält allgemeine Informationen über das Angebot und eine bestimmte Anfrage, diese enthält konkrete Angaben für die Erstellung eines Angebots.

2. Angebot:
Das Angebot ist eine Willenserklärung und damit der Antrag. Das Angebot sollte alle Inhalte eines Kaufvertrags beinhalten:
- Art und die Beschaffenheit der Ware
- Menge der Ware, 
- Preis der Ware, 
- Preisnachlässe sind Rabatte und Boni 
- Liefer- und Zahlungsbedingungen, 
- Verpackung
- und eine Frist bis wann das Angebot gilt oder ob es unverbindlich ist
-etc

3. Prüfung der Bonität:
Bonität ist die Zahlungsbereitschaft und -fähigkeit des Kunden. Diese sollte vor allem bei Neukunden geprüft werden. Vor einer Versendung von Waren oder einer Kreditbewilligung erfolgt eine Prüfung der Bonität. Dabei wird das Einkommen, das Zahlungsverhalten aus der Vergangenheit geprüft. Eine Maßnahme um den Kunden zu einer schnelleren Zahlung zu bekommen, ist die Gewährung von Skonti.

4. Bestellung:
Die Bestellung enthält nun die konkrete Anzahl der Ware und ist die Annahme des Angebots, wenn diese keine Änderungen enthält.

5. Auftragsbestätigung:
Die Bestätigung enthält Art und Anzahl der bestellten Artikel, Preise, Kosten für den Versand sowie die Liefer- und Zahlungsbedingungen. Dazu wird auf allgemeinen Geschäftsbedingungen hinzuweisen.

6. Lieferschein:
Der Lieferschein enthält die genaue Beschreibung der Artikel und deren Menge. Er wird zur Kontrolle mit der Lieferung an den Kunden übergeben.

7. Ausgangsrechnung:
Die Rechnung wird erstellt und an den Kunden geschickt.

8. Überweisung:
Im Letzten Schritt wird der Zahlungseingang überprüft oder der zu bezahlende Betrag eingezogen. ",,"Inhalte eines Kaufvertrags, Rechnung, Willenserklärung, Besitz und Eigentum",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/02/2020 14:28:55,Kunden akquirieren und binden,,,,,"""Marketing-Mix""",,,,,,,,,,,Marketingmix,Artikel/Definition/Beispiel,Marketingmix,"Als Marketingmix wird das Zusammenspiel der Marketinginstrumente Produktpolitik, Preispolitik, Distributionspolitik und Kommunikationspolitik bezeichnet. Es geht um die Festlegung und Umsetzung genauer Maßnahmen, die sich mit der Vermarktung beschäftigen.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
